text,label
Anda mengatakan pria bernilai tinggi seperti thats hal yang nyata yang ada amp; bukan kebohongan makeup Anda mengatakan kepada diri sendiri untuk mengalihkan perhatian dari kenyataan ibumu tidak pernah mencintai Anda amp; penis Anda adalah mikroskopis,1
america salah satu yang salah sudah adidaya sebelum Yahudi sampai di sini kita menjadi nomor ekonomi di planet ini pada abad ke-Anda terbelakang fuck,1
pengguna yang salah paham dan bersaudara satu sama lain negara Muslim kaya harus mendukung negara-negara Islam yang miskin investasinya tanpa kerugian,0
amp; ketika mereka mengatakan dia mereka berarti lesbi ron wcw,1
pengguna saya membuat satu menemukan nomor pos saya,0
kirimi aku barang terkutuk,0
Semua stasiun berita harus menanggapi pemboman lumut dengan terus kita mengambil kembali potongan di sini,0
setiap kata-kata terakhir sebelum Anda bergabung Anda sesama kike troll pada daftar bisu saya pergi ke depan rube sekarang kesempatan Anda membuatnya menghitung posting sesuatu yang benar-benar pintar mulut kali ini,1
lmao bahwa reputasi muslim lil adalah kecurangan pada suaminya sepanjang waktu dengan beberapa orang terlibat dalam perjalanan politiknya,0
"jenius, istilah yang benar secara politik akan cacat secara intelektual. sangat ofensif untuk menggunakan kata terbelakang.",0
alergi tidak menggangguku sepanjang musim panas sekarang tiba-tiba di tengah-tengah kotoran Agustus mulai menjadi nyata.,1
lois lerner miskin takut kekerasan fisik jika rincian nya penganiayaan warga negara yang tidak bersalah dibuat publik tampaknya seperti sel isolasi adalah satu-satunya pilihan,0
pengguna saya pikir imigran harus menggantikan orang-orang seperti Anda,0
Nigress itu pasti petani kedelai,1
pengguna tidak anda terbelakang,1
ya tidak benar-benar tahu istilah muzzie berjuang melawan mereka dan bekerja lebih di saudi hanya pasir negro polos adalah apa yang sebagian besar dari kita rednecks menyebutnya,1
Ini babi putih yang tidak tahu malu. Mereka sangat lapar akan kasih sayang. Mereka pergi dengan kera ghetto busuk.,1
pergi ke pemakaman negro sepupu saya dibunuh oleh seorang negro tepat setelah Natal itu tidak pernah berakhir dengan Anda binatang,1
Aku pernah mendengar orang mengatakan bahwa mohammed rasanya seperti ayam ... dicelupkan ke dalam kotoran.,1
jalang bye;,1
Tidak ada polisi! tidak ada pemerintah! hanya anarki di kota Meksiko jalang,0
"tahun lalu antifa rapper pavloss fyssa dikelilingi oleh fasis dari pesta fajar emas di keratsini, athnes, dan ditikam sampai mati. lima tahun kemudian kita tidak lupa kita tidak memaafkan url url",0
im siap untuk hari ini;;iu iu iubb hoosiers hoosierstate ncaa besar michigan gameday btown;,0
user omg yang bisa saya tahu haha ya Anda benar dan omg wow usa yang begitu keren tidak banyak asia yang ada benar haha,0
sialan benci omong kosong universitas ini,0
karena membenci setiap orang kulit putih seperti bro yang tidak serius,0
Negro apa yang saya bicarakan pertarungan setelah sekolah. atau kapan pun jalang pilihan Anda,1
dan kalian semua negro juga mengatakan martian manhunter dapat mengalahkan visi smh babi tidak berbudaya,0
Sakit pergi ke argumen asli bahwa orang tidak harus selimut semua orang bersama-sama. teroris semua muslim altright semua konservatif keduanya sama-sama bodoh. membutuhkan kelompok tertentu untuk mencela pinggiran mereka berarti bahwa masyarakat umum tidak bisa membedakan.,1
Apakah semua republiklan maga mengenakan pengkhianat akan menggali melalui dada mainan masa kecil mereka hanya untuk posting video dari pembakaran ernie amp; bert boneka?,1
Aku yakin evergreen akan membawanya jika seekor simpanse waria negro besar yang meletus di kampus mereka tahun lalu adalah indikasi,1
pengguna donald mungkin tangguh dia diperkosa atau sesuatu,0
mengapa pengguna pergi ke montenegro bertemu dengan supremasi kulit putih,0
Aku mendengarkan lagu yang sama setiap hari aku suka Ariana dan Blackpink. Mereka dan album baru Elena.,0
Pelacur dan cangkul mereka tidak ada mengapa cangkul tahu Bo seorang feminis,1
Kau semacam homo spesial jika kau membawa coklat ke sesi merokok.,1
kalian Yahudi telah melampaui semua bangsa dalam dongeng kurang ajar dalam tingkah laku buruk dan dalam barbarisme Anda layak dihukum karena ini adalah takdir Anda votaire dalam jawaban surat dikirim kepadanya oleh kike mengeluh tentang nya anti semitisme,1
gagal menunjukkan empati sampai berbulan-bulan di penjara atau denda tak terbatas.,1
karena wanita mendapatkan lebih banyak pengaruh dalam kekuasaan suara dan pemerintah sistem hukum akhirnya melayani dan mencerminkan bias tersebut hasilnya adalah bahwa perempuan sekarang memiliki hak-hak di kelebihan laki-laki dengan sedikit tanggung jawab,0
"Nomor depan, nigga tak bisa dihubungi.",0
paha tinggi sepatu hitam burberry sepanjang hari pelacur,0
beberapa dari kalian semua pengikut terbelakang dan kau tahu itu lmao id blok pantat mereka moe,1
Yah mungkin kau pelacur bodoh kau gelandangan bodoh jalang,1
"Kenapa homo ini di depanku harus mendapatkan dua lusin donat sekarang, mendapatkan fuck on",1
tidak ada hal seperti itu. dimana fasis ini tersisa? antifa adalah anarkis. mereka bukan sosialis atau demokrat. kalian orang-orang di sebelah kanan merangkul otoriterisme dan fasisme. lihat truf. dia menyerang semua lembaga kita dan aturan hukum dan bulu,1
lihat ellen .... saya bukan komunis sosialis ... Anda adalah salah satu untuk perawatan kesehatan universal pemerintah kontrol senjata yang lebih besar pemerintah dan perguruan tinggi gratis. saya Amerika im untuk kapitalisme,1
rt jika tim Anda adalah sampah,0
lool itu telanjang badut gyal i melihat bahwa mendapatkan tidak gyal mereka hanya cus sedih mereka tidak mendapatkan bitches tetapi melakukan yang paling untuk mendapatkan em berusaha lebih keras,1
Kita harus menghadapi serikat polisi mereka melindungi para Nazi dengan seragam biru yang kita lihat di luar sana meneror orang-orang,1
Buku palsu baru saja menangguhkanku beberapa hari untuk menghina Rosie Odonell karena memanggil truf gila mental itu layak beberapa hari kau masih seorang pria membenci lesbian gemuk rosie lol,1
ketika Anda akan berada di trs atau podcast lain Anda slumely zipperhead,1
bagaimana tidak rendah telah bekerja untuk konservatif?,0
Tutup mulutmu sakit homo mengalahkan kotoran keluar dari Anda,1
"tidak ada versi yang berbeda dari buruk ketika datang ke ras pengkhianat, jika Anda tanggal non putih itu buruk, tidak peduli non putih adalah Asia, hitam atau arab.",1
Kalian semua homo.,1
calie,0
aku benci kamu,1
Negara-negara barat kau belum memperhatikan?!!!?!?!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
Billy Elish adalah ibu dari semua anak-anak gay yang depresi,0
Siapa yang berbicara omong kosong pada ayam dip penggemar dude ayam saus yang penggemar,1
Aku lebih suka orang kulit putih dengan ijazah SMA dari semua sekolah kulit putih mengajari anak-anak membaca daripada negro dengan gelar sarjana tidak mengajar anak-anak membaca bahkan ketika dibayar untuk melakukannya.,1
Apa dia gila? dimana tepatnya... bagaimana mereka memastikan liberal gila dengan senjata tidak muncul?,1
dasar jalang,1
kata anggota antifa lemak,1
Kau bicara rendah harga diri maka kau akan berakhir menjadi budak Yahudi aku katakan padamu aku tidak bisa mengerti kalau ini adalah sebuah pelanggaran,1
pengguna pengguna pengguna pengguna pengguna itu mungkin sepupu redneck nya atau kambing hitam dari keluarga,0
Dia membuatku sakit. Dia menggunakan sidang konfirmasi dan penyelidikan untuk kampanye dan foto ops. Dia senator junior yang jauh dari liganya.,1
Biggobostelugu berapa banyak dari kalian penggemar cum kaushush alarmy cum... url,1
pengguna ya kemudian dengan logika seperti mereka mereka Shud juga mendukung ketika putri mereka diperkosa hari-hari modern terbuka seks anak laki-laki seksi gadis bersenang-senang melakukan seks,0
liberal kamus imigran ilegal pemimpi truf pendukung menyedihkan pembunuh ms manusia di dalam rahim bukan manusia antifa demonstran hukum hidup para anggota NRA teroris Bill Clinton feminist brant kavanaugh predator,1
itu lebih dari sebuah sindiran terhadap ekonomi yang harus terus tumbuh dan ketergantungan pada pekerjaan omong kosong untuk membayar utang yang tidak perlu untuk menciptakan pertumbuhan untuk mencegah bahwa semuanya jatuh. saya memilih sesuai dengan keadaan pada saat pemilihan.,0
"Gadis, jangan biarkan seorang pria memperlakukan Anda seperti bintang kuning u adalah bintang merah muda",0
Ada lebih dari satu masalah di dunia ini.,0
pengguna pengguna pengguna pengguna jika penafsiran Anda seorang pria hitam yang kuat berarti Anda yang mengikuti supremasi putih pernah membaca buku malcolm x berpikir dia tentang kehidupan itu saya pikir rosa mungkin akan mengubah lesbian daripada memiliki seorang pria gagal,0
ne perlu memeriksa dokter gigi dan mencari tahu apakah dia memiliki catatan kerja yang sempurna? bagaimana dengan fasilitas perawatan anak? sekarang Anda dapat memeriksa online untuk semua jenis profesional berlisensi dan url gratis,0
pengguna bersumpah bahwa hampir jumlah siswa sekolah penembak adalah Amerika putih tapi ya tidak ada hati-hati untuk mereka muslim menakutkan mereka mungkin getcha,1
pengguna dan jutaan alien ilegal yang mengangkut bebas tidak berkontribusi untuk penggunaan listrik pada semua pengisap pisshole,1
Bersabarlah dengan kami kami memiliki tutup autisme!,0
Tolong bantu aku.,0
Aku punya kulit yang kotor dan wajahku selalu terlihat begitu merah dan tbh itu salah satu alasan utama aku sangat tidak aman jadi yeah terima kasih kulit,0
a? opendocument,0
Karena pengungsi dikomunikasikan lawan dari apa yang Yahudi inginkan bahwa gentil benci Arab bukan markas setan Israel,1
Aku pikir dia yang gila. Dia tidak suka dipanggil keluar jadi dia mencoba untuk membuat mereka menggertakku.,1
Anda benar-benar benar tanpa komunikasi rusak menyebabkan distorsi salah paham ini adalah masalah yang sangat serius di antara laki-laki kulit putih yang gagal untuk belajar bahasa secara efektif,0
maga breaking news the dnc mencuri buku bermain mereka dari George Costasanza di seinfeld. sekarang setidaknya kita tahu apa yang melawan.,0
lambang keluargaku adalah naga jalang,0
"ketika saya masih seusianya saya punya teman perempuan swedia dekat yang swedia keluarga dan teman-teman saya juga bertemu, mereka semua tampak jauh lebih baik daripada kontestan ini.",0
"Jika kau berhasil mengeluarkan negro itu dari sini, pantat kotor negro.",0
pengingat ramah bahwa un mencari pengacara berbasis london yang bercita-cita untuk mewakili pengungsi selama proses hukum,0
baik untuknya.,0
seperti ketika sebuah sekolah dari ikan teri berkerumun dan benar-benar mengkonsumsi hiu dan meninggalkan apa-apa tapi berkilauan tulang putih,0
baru saja mengirimkan proposalku tentang coding gay dalam kecelakaan Ralph dan menyadari aku bisa melakukan persen membaca aneh gadis bertemu dunia bukan f di chat bois,0
apa peran pengendalian senjata dalam keselamatan sekolah?,0
pengguna meskipun mujahidin tidak memiliki pesawat bom nuklir atau senjata kimia tetapi mereka hanya memiliki islam,1
melihat mengambil sepeser pun dari lantai dengan jari-jari kaki nya. ternyata monyet saya jari-jari kaki gen kuat dengan yang satu itu.,0
"Semua yang bertaruh adalah sampah. rt brad rt white mike berada di taruhan, ia tidak bisa menjadi sampah",0
user user no fr seperti bagaimana tf do i block ppl di twitter menyebabkan negro ini selalu mengomentari kotoran saya dan adalah menjengkelkan,0
Aku benci jalang ini suara omg,1
Aku sering menunjukkan bahwa negro lebih bodoh dari yang kubayangkan jika mereka berpikir mereka akan memenangkan kembali perang ras apapun.,1
Persetan denganmu juga soundwave,0
kotoran paling ghetto saya lakukan adalah posting status hubungan saya dan pasangan gambar nomor tahun lalu di facebook,0
sepatu zaon rip,0
John Lewis hanyalah seorang negro rumahan di perkebunan demokratis pekerjaannya adalah untuk memberikan penutup untuk master marxist nya karena mereka menghancurkan rakyatnya dengan kemiskinan bajingan dan kejahatan,1
Apa yang perawan redneck seorang berusia tujuh tahun yang dapat berjalan lebih cepat dari saudara-saudaranya,1
pengguna homofobia gay adalah tulang punggung masyarakat,0
"Jika kau tidak melawan si pembunuh negro itu diam, geng;;;;",1
karena partai komunis hampir semua Yahudi untuk membunuh setiap gentile yang berdiri di jalan mereka atau memiliki properti yang Yahudi komunis inginkan.,1
Tidak fuck you and the horse yourodeinon dan sementara kita berada di dalamnya Anda dihapus dari pengikut saya dibungkam karena menjadi homoseksual terbelakang,1
karena menangis keras jutaan jika anak-anak disalahgunakan secara mental ohydically secara emosional diperkosa pelecehan seksual setiap hari Anda ingin lebih,0
dia delusional! menyingkirkan sekolah pemilu sehingga dia dan kroni korupsinya dapat merusak usa! mereka hampir!!! suararedtosaveamerika maga,1
benar-benar topi yang benar feckers! saya membenci mereka,1
Aku pikir kau melihat fakta bahwa demokrat memiliki kedua rumah kongres dan presiden dan tidak melakukan apa-apa. Tapi pengendalian senjata akan bekerja sama seperti perang melawan narkoba.,0
siapapun yang membuat benang ini memiliki gay besar,1
Sepertinya sekali sebuah kota sepenuhnya bercerai dari industri masa lalunya maka itu baik menjadi ghetto atau menjadi apa yang saya sebut kota gaya hidup di mana membayar nomor dolar di restoran untuk satu orang tidak jarang,0
Para penyerang bukit pasir untuk menghadiri pemakaman bersendawa telegraf.co.uk memungkinkan mereka untuk mengira target putih biasa dari hutan liar ini!,1
Antifa tidak memiliki tempat di masyarakat!,0
Louis bilang aku di sini hanya untuk mengumpulkan penghargaanku dan mendapatkan fuck keluar dari premios tvynovelas edisi edition bye hogs aku cinta kalian semua,0
Kau sangat keren. Aku yakin kau akan mudah mendapatkan vagina haus itu.,1
menghasilkan kotak ascii dengan nodejs semua saya lihat adalah kemampuan untuk membawa flappybird di node melalui ascii tabung dan burung,0
pembunuhan remaja hampir semua hitam pada hitam untuk titik mereka memiliki skuad polisi didedikasikan untuk itu disebut trisula sama dengan kekerasan remaja hitam,0
pengguna apa perbedaan antara jumlah dia menjadi muslim dan memperkosa putrinya dan nomor dia memperkosa putrinya dan menjadi muslim i menemukan ada perbedaan hiralal dikonversi ke agama ia milik ia harus mulai diikuti adalahlam sebelum percakapan,0
"laporan Google a.i. bias terhadap orang gay, Yahudi",1
Dia juga berpikir kesuksesannya tidak melakukan apapun tentang pengendalian senjata dengan anak-anak yang dibunuh di sekolah mereka oleh orang-orang yang tidak perlu memiliki senjata!,1
ugh,0
Budaya Amerika terjebak di samping toilet. Penulis grafiti di Eropa dapat menciptakan seni yang lebih baik tanpa lelucon seks murahan.,0
"Ya Bu, dan juga pemanasan sebelum kita mendorong dia dalam oven.",1
lemah lembut dan ringan mon don memanggilnya apa yang dia homo,1
peduli untuk menjelaskan bagaimana memelihara atau mendapatkan kembali bangsa etnis homogen terhadap keinginan mereka sampai tingkat tinggi sebagai un adalah globalisme?,0
dan itu harus menjadi beberapa bodoh ghetto,0
Cukup mengatakan ... url,0
Dan aku ingin orang kaya kulit putih berhenti membuang-buang waktu mereka pada program sepak bola perguruan tinggi.,0
Mengajariku bagaimana membenci wanita jalang,1
"ateisme tidak benar-benar ada. Saya seorang ateis, yaitu saya tidak percaya adanya ateis karena kurangnya bukti.",1
Lihatlah kedua cangkul kotor itu.. ..dan cangkul belakang karena dia kembali untuk mengambil keuntungan dari cangkul Djt.,1
"ya, tidak ada nasionalis telah menunjuk seorang perdana menteri Yahudi jadi saya m tidak yakin mengapa ada satu tapi anti akan mengklaim seperti itu.",0
pengguna adalah bahwa doktrin kastil putih,0
pengguna ya tetapi sebagai orang yang jatuh di luar masyarakat norma-norma standar seksual mungkin ada alasan banyak aneh trans ppl seperti berbicara sedikit lebih terbuka tentang seksualitas mereka dalam ruang tertentu di mana mereka merasa aman untuk melakukannya,0
makan kotoran Anda spamming kike,1
Apa yang bola kristalmu katakan tentang mendengarkan musik negro?,1
asing apakah Anda melihat shitskins dengan visa kerja menyensor Amerika putih republikan bahwa hanya sialan pekerja iklan sponsor dan penggunaan filter rahasia oh anak campur tangan pemilihan dan kemudian beberapa,1
baca rt!,0
Mengalihkan twatter untuk membungkam jutaan account yang sah twatter tidak suka cara mereka membungkam kita,0
maaf tentang anak Anda. saya yakin dia tidak ingin Anda menjadi kebencian. saya tidak akan mempertanyakan dukungan Anda untuk truf. Anda memiliki alasan Anda dan thats baik. saya pikir Anda berada di atas melompat pada bandwagon benci meskipun. hanya pengamatan.,0
orang di Eropa tidak punya apa-apa.,0
jumlah artikel yang ditulis tentang bagaimana pendukung truf berada di belakang meningkat antisemitisme dalam sejumlah jurnalis Amerika yang meminta maaf untuk mengalahkan pendukung ketika satu-satunya tersangka adalah sebuah orang Israel dan negro baru York nol koma,1
Aku mengatakan ini dengan cinta dia jalang badass,0
dia adalah orang favorit saya,0
"tidak, tidak, tidak..aku ingin nama",0
Banyak Yahudi kidal setengah akal jelas dengan kecenderungan bunuh diri di sekitar.,1
Potus terburuk. pernah!,1
Lance Stephenson sampah bicara tidak mempengaruhi siapa pun tapi Lance Stephenson,0
presiden putin pengguna pelecehan,0
Aku harap San Francisco tenggelam ke lautan Pasifik yang kau sensor lubang bau busuk untuk penjahat ilegal ini omong kosong hispanic ini akan mati dengan waktu yang telah disajikan aku bertanya-tanya berapa lama kate Steinle akan mati,1
liberal dari atas ke bawah,0
"Aku tidak ingin kau jalang, dia harus menjadi asing.",1
pengguna dan bukankah benar bahwa halal hanya membutuhkan seorang muslim dapat menyembelih binatang,0
dan mengapa semua masalah tentang pc hanya fokus pada liberal apa tentang konservatif berlutut pada patriotisme palsu atau republik panik selama aborsi,1
i vaped di museum holocaust dan tidak tertangkap gr baby tertawa joaquen phoenix di joker,0
Aku setuju karena aku generasi ini Aku tidak sabar untuk membersihkan komunis kikes homos dan negro dari bangsa ini,1
bisa ada yang mengatakan aktor dicuci sampai mencoba untuk tetap relevan?!,0
tentu saja. liberal menolak kebenaran dan menerima kebohongan. itulah sebabnya mereka tidak percaya pada Kaneugh dan percaya ellison.,1
Pedang mungkin berguna untuk membunuh beberapa orang atau melawan musuh bersenjata ringan.,0
"rapper mengerikan Tyga paling rapper sampah pernah dia ingin negro kuning, jagung di tongkol saya memukul ibuku ketika saya mendengarnya;",1
Kau bisa tidur dengan aman di malam hari mengetahui wanita-wanita cantik di Nato ini membelamu dari teroris lumut.,1
pelacur hitam membeli topi dan bertindak seperti Yesus lupa mereka nigga sialan di taman; looool,1
hanya hal yang baik tentang musim ini. Firecashman.,0
kiri melukis realitas palsu dan menciptakan musuh buatan rasis untuk melindungi mereka terus tumbuh subjek tergantung dari.,0
pria kulit putih yang mendengarkan intens sama mengancam dan kekerasan seperti laki-laki putih berhenti mendengarkan kami,1
"masalah untuk mungkin adalah bagaimana hal itu akan menghancurkan amp pemerintahnya, partai. erg akan pergi gila amp; mencoba untuk menghentikan suara kedua. mengakibatkan kekacauan. banyak konservatif takut ini akan benar-benar menghancurkan partai. tapi menekan itu akan.",0
setiap salah satu dari mereka adalah lebih peringkat daripada dia. dan dia peringkat yang cukup. jadi saya kira mereka semua mengungguli nya ...,0
Kau meminta Tuhan untuk menghapus semua barang palsu dalam hidupmu sekarang sepatu guccimu dan baju putihmu hilang pada Tuhan,0
Aku tidak akan bangga bahwa faze adalah dalam keluarga Anda. Dia mengerikan untuk satu dan dua dia jelek trailer sampah... fazeisgay,1
Dinding obama tidak akan menjauhkan teroris dari kontrol senjata yang sama akan mencegah pembunuhan oleh penjahat dan teroris?,1
Kau suka louis farrakhan karena dia rasis atau anti semite?,1
Antifa adalah organisasi teroris bukan protes yang sah. truf perlu menyatakan darurat militer dan menutup mereka turun dengan tepat.,0
"itulah jawaban mereka selalu untuk semua masalah mereka di afrika, membunuh pple. saya belum mendengar respon lain. yang hanya membunuh pple. bagaimana yang beradab? itu isn isnt.",1
Ya. Dan favorit ini. Tolong katakan padaku kau tidak membeli sampah itu,0
Dia bukan anti truf. Dia adalah umpan ras rasis yang tidak lebih baik dari Alex Jones dan orang gila lainnya,1
i look forward untuk bercakap-cakap dengan semua orang di sini.,0
Apa kau menyarankan mereka untuk tidak menghargai ini?,0
mengalahkan seorang pria dari bejing di dunia jousting final menemukan celah di baju besi,1
satu hal internet bertanggung jawab untuk memberikan sebagian besar mudah adalah perjalanan cepat ke backwater ghetto gema status ruang ruang ruang yang alt teknologi aman dipisahkan dari alun-alun umum universal,0
"jika tidak ada yang lain, jalan-jalan agak aman selama beberapa jam sementara bermain.",0
Aku pikir dia benar-benar tahu sekarang tapi dia dalam penyangkalan!,1
Aku terkejut bahwa pecandu senjata ini juga diduga cabul!,1
Aku benar-benar benci katup,0
kita tidak bisa terus menyebut diri kita feminis jika hak dari semua womxn tidak ditujukan ya untuk pelanggaran seksual daftar publik tapi akan biseksual trans lesbian dan womxn aneh dapat memasukkan informasi mereka pada lembar pelaporan forum gender,0
masyarakat bantuan imigran Ibrani membual di blognya kemarin bahwa di pengadilan basithimore md itu disimpan somi ilegal alien yaasir dari deportasi kembali ke somalia mereka adalah salah satu dari jumlah kontraktor perumahan federal membayar pajak w menempatkan pengungsi di kota Anda,1
selama satu menit saya harus mengambil istirahat dari Yahudi dan negro benci mengingatkan semua orang i fucking benci orang gemuk,1
Ayam adalah pelacur dude,1
pergi mendapatkan kiri dalam mobil panas dan mati jalang,1
Saya berharap si coon ref ini membuat salah berubah menjadi ghetto Rusia dan mendapat ditikam dia jelas membenci orang kulit putih atau mungkin hanya denmark,1
Dia menghabiskan kontribusimu. pilihlah ted cruz!!!!!,0
Ini bukan ghetto... ..itu tindakan cerdas.,0
Itulah yang tidak dimengerti liberal kita akan mati untuk orang yang kita cintai,0
Jadi aku tidak yakin dia adalah seorang wanita untuk satu kebanyakan pria membuang penghinaan seperti itu satu sama lain atau berarti jelek feminis kucing perempuan dengan penis iri,1
ya itu benar-benar jauh dan baik-baik saja jika Anda suka hidup oleh seluruh hicks haha,1
