text,label
crazy things liberals blame trump for  url tcot maga rednationrising,1
who is more evil a sa refugee or assad thanksjews lugenpresse,1
dude i had a video of these birds at my work fuckin,1
yeah i bought sumn from them. tired of morphe,0
cause these niggas pussy and i am hard,0
"first of all, youre a fucking wetback. secondly, youre prokike, therefore antiwhite. firing squad for you, traitor.",1
you mean antifa ?,0
damn it be cold fo a colored man,0
there was no islamic holy violence prior to number retard slav nigger,1
love u bitch,1
i do not fuck with niggers little boy,1
every seth mcfarlene cartoon is trash yall love low iq comedy,0
you can see the gook genes,1
like made good money .,0
as quiet as you need them to be,0
this is what all of my bitches say hahaha,1
a profile of a mudshark,1
user you do not even text me nomo hoe,1
you forgot the sarcasm tag kid. some people are ignorant enough to think you are serious,1
user we are all byeongkwan bitch,0
mustwatch bill maher schools pbs host charlie rose over islams illiberal beliefs,0
user jonny thats the power of legal hardworking immigrant unlike radical muslim refugees and illegal mexicans,1
number and me is a kike company they started to see how the agenda is going,1
just like a white boy would say boy u full of crap,0
user mf really pinned that bitch,1
what a fake ass faggot,1
video charlie baker remembers tom menino,0
who did they poll? not me.,0
faggot ass nigger user,1
"that bitch want my numba, she gotta.fuck my bruda",1
roberts is a fuckin fag; smack the shit outta him,1
he will end up getting cuckolded by a horse and his chink waifu,1
i reblogged them to mock her god bless,0
indoctrinating children from an early age with subtle devil worship images...,0
i fucking hate insecure ass people,0
brown fuck with us dick no fuckin this nigger,1
caroline touches the bottle of white wine she shouts about breaking the law,0
jihadis turn washington national cathedral into mosque for friday prayers  lnyhbt ccot teaparty gop tgdn,0
she a half nigger mutt,1
trump would utterly destroy that dumb bitch.,1
they can informed about it all caucasians,0
with the village people blaring from a number number track ghetto blaster slung over polly shoulder,1
when you realize you got no hoes,1
bra boosie the funniest nigga wit a phone,0
the republican teabaggers hate this but screw em.,0
dont try to follow me cunts i aint blind bitch faggot sandniggers,1
skateboard decks are just an advanced form of handkerchief code.,0
momma said no pussy cats inside my doghouse,0
namjoon black hair ah bbm as top social bts user,0
christine ford is being used as a pawn by the democrats and nothing more.,1
no really shut that brainless retarded oaf head,1
what a baby  for example whatever go kill yourself said,0
why is a nazi getting number million subs what the fuck what the fuck you guys pewdiepie,0
better hide that herd from the muzzies,1
this bitch is so retarded hate speech isn t real cunt,1
these traitors need to be thrown into lava pits,1
megan mccain dirty stain nasty cunt fuckin ass clown whore prostitute.,1
for such a queer campus berkeley undergrads was so heterosexually slow oh my god,0
"one !!!!! per county , ....... heartbreaking ..... absolutely heartbreaking .",0
a queer lawyer in a great horned roguelike against bunnies,0
he has plenty of spine for a democrat bastard.,1
just cleaned my fingernails with a knife. hillbilly,0
you can always gets da colored folk back in da cage wit da kfc,1
even the crawdads are turning gay,1
k nigger keep looking your daddy aint here try the white woman house down the corner,1
this spic thinks he someone,1
god there are such retarded people on this planet,1
your tits may be better looking but her face makes you like a asian or latina tranny facts,1
it all started in  bitch;,1
user user hot when the white sluts obey the black and serve them,1
well now im crying like a little bitch,1
y  all want your kids to be retarded lol,0
jews started terrorism murdering and bombing in jerusalem jews are fucking arabs,1
if you drive under the speed limit especially in the fast lane know i genuinely fucking hate you,0
"wow, and we thought we were the only ones with a luxurious interior oreolove stufoflegend",0
its gone full retard now .,0
empowerment through consumerism is fake empowerment,0
that fucking slutty beaner,1
you are a dirty cum dumpster,1
"if it s brown , flush it down .",1
whos the lurch behind her ?,0
it was her nigger buck,1
ilegal invader kills yearold canadian girl,0
might have a better chance if we put some trash cans out there.,0
searches my yellow pages app for the nearest jack in the box,0
how do yankees fans look back on gary sheffields time with the team?,0
user what are your thoughts about one world religion it seems to me that catholic church embraces islam,0
winchester pdx gel and meat test  youtube you just sold me on the judge .,0
antifa are retarded we could not have picked better enemies,1
"and if you aint a hoe, get up out my trap houseeee!",1
im having a date at yankee field then getting kiss cam.. bucketlist,0
good.  hes a mess,1
if this yutz was any dumber shed have to be watered twice a week!,1
what kind of bitch ass throw was that alex. fuck.,1
nick fuentes is a filthy spic,1
fuck syria and sand niggers,1
i dont know a niggah that could cover for me,1
just letting you know .,0
keep voting for liberals and this is the future,0
a shockingly true tale from the oreo that almost got devoured.,0
"i know how you feel,wait,no i dont. perfect week for me would be yanks not getting lee gosox gopats",0
tf y  all get saying everything ghetto from,0
some of them bitches give you more than a virus,1
"fuckoff, ive got better thing to do than entertain morons",1
drinking to the last drop washing teapot  haiku mijikai,0
user not low class they enjoy to get fucked by muslims,1
this is what i meant you are retarded,1
how can you advocate for ns and simultaneously declare its core defining principle a  blasphemy  ?,0
this nigga andrew luck upped and retired right before the season,0
no just a niggress that thinks shes human.,1
would not call myself a vargonite but that nigger is more truth than anything you will ever be,1
he is so breathtakingly handsome man,0
gun control groups putting millions into elections url,0
me thinks youre full of shit.,1
watch muslim twitter say shit like voice notes are haram if ur a woman,1
here come the beta liberals lmao convo muted you can cry all day to yourselves.,1
"i thought he would think it was cute...you know, like when you shut your clam up for  minutes! dunce",0
major advertisers pull ads from o reilly factor after harassment report hotpagenews com r number,0
there is a company which sells menstrual pads for pet dogs called bitch diapers.,1
sure and it all kashmiri need too kashmir looks ahead terrorism is unislamik,0
i like that after dating for  months you finally understand it when i cringe at the word cock lol,1
user so humanity in general but women more strongly animals,1
he is a pedophile and a criminal! he deserves to be fired!!!!,1
you son of a bitch i am gonna log onto your twitter and tell everyone what you said,0
why when people see a fist they feel the need to rape a handshake,0
wish i had known you were on... you ready for some football??? the countdown is on! lol,0
anarchist nefarious treason invading free america  antifa.,1
pit bulls photographed as lovely fairy tale creatures  they are fairy tale creatures.,0
sleeping alone is so ghetto i hate that shit,0
user user stacey dash commits black on white violence against her white husband,0
goodbye x young dolph featuring trinidad james amp; shy glizzy,0
im a mud shark because i have black friends. makes perfect sense. ;;;; idiotic;,0
and this is the thanks the bitch gives,1
negative coverage says you are delusional,0
and youre not german.  your the biggest kike ive ever met.  you sound like a pussy asshole,1
thas my bitch too,1
we are in the kali yuga .,0
american kingdom you say?   ohplease. dont flatter yourselves.,0
user user are you muslim,0
be my backbone every nicca need a spine,1
you must be retarded ; ; quote with a thirst trap ;;;;;,1
my middle and pointer finger nails broke so now i really do look like a lesbian,1
what shitty wipers you have,1
lil spook and yung lean and robb all night,0
pnd is my jigga man.,0
they suck up jewish propaganda as if it were cocaine.,1
user user user why is it never ever a white person getting killed why,0
this is better than flappy bird.;; falloutbird,0
international law enforcement operation disrupts shylock banking malware  pcworld international law enforcem...,0
just getting in! i hope so. cause they stunk it up last night.,0
soros paid antifa and the like not christian conservatives for sure,0
user user how can a refugee cross any border illegally asking for people who need help,1
whoppi  is very disturbed evil fat ugly yellow meat skank,1
diets arent for alcoholics.......a bitch be tipsy quick from eating veggies and shit,1
user i made one find my post number,0
should martin shkreli get raped in prison,1
why do you keep regurgitating nonsense bullshit from jew history books?,1
val is such a bitch,1
user welcome to nazi india,0
shes trolling to fuck with you cause some of yall be quick to call mfs coons for minor disagreements,1
user soo like is she a nazi,0
when a hoe go back to her roots,1
user i think immigrants should replace people like you,0
feisty little girl white walker giant feisty young woman the night king nuff said got,0
user legal immigrants is that hard for you to understand do i need to write it in crayons,0
oh now you are using my lines they do not work on me nazi faggot lol,1
"no man , you got to listen to pass .",0
"f   k the bloods and crips , cops are the worst gang going !",0
you are a be rollin margiela fuckin this nigger slammin,0
someone who claims theyre a bad bitch shouldnt get offended so easily.,1
nah some honkey lookin dude at chr,0
user user is that the white castle doctrine,0
user uk is becoming a nazi state,1
thats exactly what his ass gets lmaoo,1
its not the beat cops! its the asshole mayor deblasio!,1
i hate yellow jackets cant feel arms and back lol,0
by which point the fuckingclass was nearly over... lol!,1
will hillary ;dodobird; be dems  candidate to take over obamas job as us prez? dog  via,0
grape juice is for quacks,0
you are my help,0
i bet hes a starbucks queer,1
bald head bitches think its their time to prosper !,1
starting to lose more and more faith in black men each day,0
start crying and stalking him faggot. i want to laff,1
user user user user user big problem for you since you think they all look alike,0
niggahs ain  t solid and these bitches clowned out,1
idk if she is but shes black coded....the bonet sets it off,0
"mo  let ;kill some crackers, kill their babies new black panthers hijack his ferguson presser",1
eating your womans pussy is good for the soul.,1
user you spray with insecticide and the niggers still walk by like bitch please or worse fly,1
"pathological killers , they are .",1
i hate when people ask ;who you tryna look good for?!; bitch myself bye,1
good we shall deport whole families then. good idea.,1
youd like that wouldnt you fag,1
why do i feel like mas bagay si i m sa kin,0
if these faggots do not learn how to drive i will be committing murder,1
sub  i.q. i would say for sure .,1
user courtois is a fucking mess,0
i do not like the blacks and or asians fuck china,1
"israeli terror campaign is a reaction media op, live with islam youll come to realise it.",1
this is rei from evangelion conceptdesign by,0
i go down on ah dyke i go up on my price,0
drugs cash check it fuck with us gucci this nigger,1
hopefully what im reading is true...,0
i have to help i will not see these animals go free !!,1
fuck off you kike schill,1
user grandparents are quite a drain on the budget kill all grandparents,1
"thanks charlie, have a great evening",0
schmidt will just be replaced with some other yid from the globo homo elite,1
staycommittedmrpm all muslim world is watching to pakistan and imran khan,0
user netflix will you be releasing a homosexual movie about profit mohammad just in time for eid just wondering,1
u got hoes tho; werd ; where ;,1
you have proof of that you fucking dickhead faggot from rome!,1
p.f. chang is the asian applebee,0
user user get this nigger out of here,1
user user you expect anything else from a retard,0
ya because nigger sheboons are so much better lmao oil driller,1
i mean muslims are sand niggers regardless or just niggers,1
user we can totally tea hoe together tho,0
how about you wash my butthole out with your tongue you little faggot,1
"patrick cassidy , vide cor meum .",0
fucking toxic weird ass retarded bitch,1
also tina  one for the old school liberals.,0
war on free speech. antifa and high tech.,0
freedom of speech is only if you agree with the left,0
i think im addicted to naked pictures and sitting taking bout bitches that we almost had;,1
oreo milkshakes will forever remind me of,0
user get rid of illegal aliens send them back home,1
so just asians now right,0
when you collectives guilt and shame you also collectives pride and honour.,0
here is the new link to the youth corps page !,0
dont be a pussy ;,1
billionaire cool still a fucking nigger,1
live birds found in elmo doll at usmexico border from,0
because sometimes you just need a moment to appreciate a noble guinea pig with steampunk dragon wings.,0
user user the dregs of islamic state should be tried in syria and jailed,1
fuck drama class. this bitch boring as hell,1
photoset the biggest pussy i;ve seen in china.,1
"sore loser charlie crist won;t give concession speech, calls for recount  tcot pjnet",0
black womenon london transport ...,1
was al gore nominated for supreme court judge? you conservatives have some nerve.,1
if you tuck your jeans into your socks i hate you,0
everything jayz writes is trash.,0
all that money hadnt made u smarter.,1
zog agents attacking islam let islam take down zog,1
how is this news? especially in the uk.,0
user this isnt a mosque a simple islamic architecture palace,0
its the crushing of the dream that hurt me the most,0
niggas she acting like bitches and bitches be loving these niggas wassup with these bitches,1
ib you ass. watch how you speak on my name,1
they certainly learned the art of taqiyya quite well from their moslem overlords,0
you channel your outrage to protest your governments plan to replace you and your family with mud people.,1
dad should have told the muzrat whore to fuck off and went in anyway,1
she is horrible. wakeup  makeamericagreatagain makeamericaamericaagain john james for senate !!!!,0
trump campaign launches new american dreamer hat  via,0
this is antifa!!! lt;kicks man into pitgt;,0
what can banks do to show engagement with the queer community? hire trans women,1
goodmorning to toxic abusive women only,0
"night mode is interesting, less stress on the eyeballs.",0
he never was one much for the rule of law.  just the law of rule,0
user same imagine having to remind someone that they have to pay you back the ghetto,1
serving size is latin for you;re a little bitch,1
expectus to work our asses off for gunsensecandidates!   gotv  throwthemout  url,1
fuck yes ride it baby!,1
and the contributions of whites are everywhere .,0
well i was born in  dude!! url,0
user every nigger must pay back his welfare and entitlements,1
know the bitch before you call yourself lovin it niggas prolly been fuckin it,1
me too! jacks a sack! we conservatives tweet in a barrel!,1
blessjesus the crown of his head to the sole of his feet,0
great gun control! takes concentration and steady hand! way to go girl! url,1
so the guy that works at kith drugged and raped a lesbian is that right,0
every gook in losangeles should be deported or killed.,1
i am pro homosexual ethnostate,1
releasethememo and watch the dnc eat themselves alive...,1
"www.hsc.edu hillsdale college , hillsdale , mich.",0
the women who came out against weinstein filed lawsuits,0
this is awkward u fag    wonder whos awesome tank that is ;,1
cause you know.. yall hoes play entirely too much.,1
london muslim is a jokeuk stand up ppl!,1
i do love you but dont give him an excuse..he isnt mentally ill he is a dangerous idiot!!!!,1
you are the in educated twat! that speed crap and cant read obviously!,1
he is guilty until proven innocent!!!,0
not wanting to be found .,0
user trudeau muslims ko jyada chhoot de raha tha alot of refugees from muslim country,0
content abuse pedophilia stalking harassment gaslighting ableism sexism threats suicide nsfw self harm rape incest,0
there was once a convaluted theory nixon was deep throat.,0
well she is better looking than the lying chicks lawyer,1
user shut up nazi,1
oh this yellow bitch shame,1
user he is infected with jihadi virus he will spread it to others,1
this asshole has got to go !!!,1
crafty bitches  best way to cheat on a test,1
country bumpkin word of the day  yokel,0
i dont have no type .. bad bitches is the only thing i like !!,1
the next cracker who makes some racist joke on asians getting coughed on,1
is there an aluminum pole anywhere to be seen?,0
die in a car accident then faggot,1
this is very true ;  nsfw  asiangirls,0
expose them racists homophobes islamophobes etc on social media dont be shy expose them all,0
im just upset they got faggots on this show,1
user niggas in london forget they just children of islander immigrants just like toronto niggas lmfao,1
a black man with a moslem name is an abeed,1
thank you for the consideration.....be careful it might be you !!!!,0
this maga would spend more than you amp; your homies together....now stop ya whining...,1
when do you post on conservatives declaring ford a liar without evidence? url,1
"elevating the negro to iconic status , is bad business .",1
thats a people chicago hell gun control works in their town,1
u neonazis and muslims have tried for  years to kill them all yet you failedcause ur fucking losers. deal with it lol,1
how yall hoes do instagram rates,1
you may cry after watching the derek jeter  ad,0
conservatives just keep doubling down on being terrible people.,1
spot the wee lil bunny plotting on my ghetto vegetable garden i still love him her,1
user initially misread this as him wearing a dindu nuffin shirt,0
only bad bitches in roe r u amp;,1
he was almost....almost as bad as obama!,1
that was trash. im just gonna put my phone down. goodnight,0
abortion on demand  thats what she wants!,0
species of birds reported in chesterfield for the great backyard bird count. how many in your area?,0
being a person is a fucking nightmare i did not ask for this,0
one part of scotland without a mosque.,0
do nt betray your race .,0
bitch im in the hood serving junkies in a maybach !!!!,1
liberals are using a sexual assault claim as a political tool. let that sink in.,1
there is not a single solitary syrian refugee anywhere because of the un,1
the talking stage so ghetto i  m tired of going through that shit with people,0
i really thought so. he is the god of rap. how do you come back from that,1
picked the fuck up,1
as a member of antifa? ;,0
was banned from facebook because of a meme. wow.,0
he is the sweetest i swear,0
user user you can not kill yourself la,0
skrt skrt skrt sirop stripper pole fuck with us this nigger forever,1
user do not eye roll me bitch be nice you slutty slut shamefull sinner liar of the century,1
youre not ghetto tho. you can live in the hood and not be ghetto facts,0
bitch shut up....cyberpunk was announced way back in  and just now getting revealed ....get your facts straight,1
despite the super gay cover i am excited to be starting this kettlebell program today,1
user i aint talking bout you negro,0
good practice for kicking microbrained transsexuals like you in the head!,1
sounds like a muzrat name,1
the official narrative of ww is a lie.  think thinking is so important.,0
user who the fuck is this nigger,1
so just chill hoe,1
we have been saved from you! maga!,1
"hey, gabfam! like zombies? like free stuff? check it out",0
when that one stupid bitch pops up on your timeline...,1
yes and give you energy naturally. keeps you hydrated,0
can u fuck off already,1
because he covers things up very well!!,0
its a trap. conservatives know as soon as they go public theyre on the termination list.,1
how to send confidential emails from your phone using gmail .,0
as long as they vote republican.,0
events of karbala are for every muslim to mourn and not only shias,0
user explicit terrorist imagery that means no more exposing what muzzies are doing,1
you all blame everybody and they momma except the nigga that cheated on you,0
we will not be silenced. fuck you twitter  facebook liberal thugs are the scum of the earth.,1
youre not a proper country girl if a bit of mud puts you off!,1
worst takes ever.....a blatantly racist cartoon and your attempt at a defense.,1
white professor just used the term illegal aliens,0
i am mitte zie only good beaner is one thats dead,1
i have this great idea of overcoming white people so we as africans empowering black economy,0
heres another from todays lecture.,0
kind of why we need nationwide gun control. are you really that stupid?,1
fosters home for imaginary trash; whoa chill that show was everything tf,0
using words such as ;dick; and ;pussy; in regular convo is just too vulgar for me.,1
tell me again ?? url,0
like london with land banked luxury apartments but little or no social housing built.,0
who the hell does he think he is?,1
we are more concerned about zog controlling us and russia .,1
i never saw a chink pussy and do not plan on breaking that record,1
giving the asians a bad name,0
grandma macon is a rinky dink mosquitofilled copinfested swamp. lmao,0
only got woman anatomy model and connect crewneck,0
"ty, steve !  enjoy  your  wednesday  and be safe!",0
"if youre considering dispensary marketing, then weed themes www.weedthemes should be the first",0
user to use to kill all the jimin stan,0
you on the blade and you still broke what a silly bitch,1
user god speed to whoever has to interview him,0
horny ass niggas really scare me like why are you trying to fuck so many women,0
why would i want to contribute to the kneegrow and spic s wellbeing ?,1
sana bol i love you sid i hate you uska opposite sidharth sneaky shukla sidnaazforever user user,0
so do a lot of pedophiles from the catholic church,1
thick bitch on here tried to front on me earlier...,1
according to lambo men have cervical cancer while women have breast cancer bb naija,0
user fuck that gay ass bitch nigger,1
a box full of yellow crayons.,0
you are your daddys first mistake.,0
i think he was black. but thank god the police here behaved professionally. she is scary!,1
"smh, what a hoe. you just couldnt wait.",1
"oi  ya big boring cunt, kubrats a comin...",1
video charlie baker makes final push for votes,0
the difference between a demon and a pedophilia priest.....a demon lets you know its there,0
me and this song bird sang in the same hs gospel choir!!,0
user girl fuck you too,0
everything is pretentious when you are ignorant trailer trash inspirational,1
mook user  beaner i always forget that one dune coon,1
what happened?  we happened. o,0
they all look good in mugler with their yeezy heels on no cappity,0
nigger and a chimp walk into a gay bar iran has nukes istandwithisrael,1
when he wakes up from his nap. hell sanctuary citystate traitors still walk free,0
you should go kill yourself for being a lesbian ew don  t think of me,1
he is just carrying out maxinewaters mission! redwaverising goodbyedemocrats,0
not about to shoot this pussy! ima beat his face into the asphalt t ...,1
google go to hell!,1
"too many libtards , i would nt waste my time there .",1
warren pushing tax reparations for gay couples,0
the main free stuff page for this month is here .,0
kirinodere and the curious case of the fucked customs fees.  good book.,1
this stank bitch steady calling.. i wonder how she get my number!,1
he raped her where ur proof jethro,1
its the plan for white genocide.,1
user you using big words im mentally retarded  jk jk,1
get some money and stop playing that old trash.,0
dont you offer mental health coverage for your reporters!?,0
i hate you,1
disgusting liberals have no shame!!!,1
you kno i love a slut,0
if gun control worked chicago would be a safe place to live,0
all communist democrat socialists are bad humans.,1
wild. shit has gone to far.,0
hella just ordered me some beanies,0
user srj scared them with his towelhead,0
the owner of my culo,1
its scary stuff to see how dedicated you are to preventing peoples access to resources during a crisis.,1
brexit kick out sandnigger child rapists,1
unless it cartoon eyes asians make those bigger,0
nice group of maga follow back thanks !!!,0
better believe the kikes are behind these nigger attacks,1
number number sandnigger wife and mystery meat spawn not included with purchase,1
for the hol tl to see. thats tht big dick energy,1
is she a memeber of antifa? url kag,0
"if he dont believe you, no refunds hoe.",1
user i thought they were not a threat and immigrants were great though,0
she is a pathological liar,1
never ending evil the muslin invasion of the west continues appeased by western governments,1
your friendly moslem who went all allah akhbar today in france,0
damn  amp; his nigger music waking up the whole school in the morning .. ;;;,1
"rejectedpeanutsspecials its the grape crackhead, charlie brown!",0
st century hit  dont cha by  the pussycat dolls feat. busta rhymes.  url,0
right!!! keep your bullet for the evil khazarian ashkenazi!!!,0
leftists showing yet again how vile they can be,1
maybe stop attacking conservatives and you might find they dont retaliate.,1
hell naw fuck them bitches serves them right,1
and ill assume you are antijujubes?,0
can captain marvel be gay and can valkyrie be bi please thank u,0
im gay i love fathers dm for dilfs,0
tell that to the italian nigger cow,1
bored of the gay site gn,0
antifa blocking the road in salzburg salzburgsummit url,0
they trash... rt  pointless bitches in the club rt  smfh,1
lol he still a lil bitch,1
she is thick though? wtf,0
madea and this old hillbilly are hilarious together.,0
vienna sausage clit   i suck dat bitch. don;t y;all eva believe a colored man don;t eat no pussay,1
if so which bitch dared to lay a finger on him,1
they hv loads of cushion on the soles of them. they would feel good on ur dick.,1
if he raised funds for an ad they cannot bar him from running it.  law.,0
ive only like about  pair..theyre overpriced trash ..,0
now do we understand why the jews were booted out of number countries,1
user user user user i no you are a white devil,0
wanna make a boss happy? ; bitch talk nasty. ;,1
ding ding ding ;; ; sagittarius  trash.;,0
he wants to be the senator of north mexico.,0
a nigger lover and traitor to her race.,1
all you gotta say is fuck me then it gon always be fuck you too,0
are you justin beiber? because your a fucken gay cunt,1
i went through that experience moving within the same county .,0
being a disgusting fat dike should be illegal,1
they probably stole a bunch of stuff .,1
you losing   and thats what u trying to do? stupid yardie,0
i am so upset that big nosed kikess julie segall did not like my video,1
oh my carmen. he is so fricking cute,1
it is good to hear your story .,0
me inviting ppl to my house welcome to the ghetto,0
skitdaddle wit that shit hoe,1
cnn commentator all trump supporters are racist,1
a few mestizos but the main heroes were white .,0
user bitch fuck ur niceness drop the,1
im so sick of u niggers...,1
"gop, conservatives, evangelicals, traditionalists catholics are all hypocrites.",1
user said nazis look cool pretty much,0
do you have any figures on this ?,0
mudshark nigger whore brainwashed to equate self death with morality by kikes,1
absolutely! and...he should be nailed to the wall!,1
theferalleft liberals continue to infiltrate indoctrinate kid shows. dont hire these mentally ill hemorrhoids url,1
user user lol buying an anti nazi shirt off etsy doesnt count,0
fellas be careful she texting other niggas,0
dumpster rt  gahbage rt  chicks that smoke are trash. no in between. no debate.,0
trust none bitch i dont,1
this guys company had best year ever...under obama....conservative teabaggers are scum,0
is so biased against conservativeseveryone should drop google and use bing or duckduckgo.,1
you for buy give we all,0
user proof that you are retarded because you play xbox that not even accurate lmao,1
shop trendzset for u latest styling shoes and purses,0
drinking by myself how ghetto,1
maga you ignorant dupes. everyone knows this is just not true. url,1
you counter your own post with your own words you f      g idiot,0
lol life made her a hoe,1
they whipped baseballs at nigger heads literally lol the olden days were awesome,1
you all think dolphins have a form of what up my nigga,0
pedophilia promoted by mohammed piss be upon him perfect rolemodel for every moslem,1
bro nosey ass bitches,0
liberals dont care who they destroy and leave in their wake! url,0
user user you  re a sand nigger lover,1
is beto proa or is he for gun control? where does he stand?,0
some fuckin kike does not know what free speech is,1
"along with the french blue and buggs bunny viis, and the oreo ivs.",0
"them pretty nail bitches, them bail you outta jail bitches.",1
i see thru all you fake bitches amp; niggas.,1
democratplantation democrats hate freethinking black men and women.,1
user we have a lot refugees we can share a little bit,1
a bitch built like that could beat my ass all she wants url,1
user user what a vile islamist you have become shame,0
"wow my cuzin dont like lil snupe, this niggah trippin",1
the main drawback is the potential for excess mercury .,0
omg this will be so good!!,0
listen lady kill yourself,1
are you serious. man youre an idiot! he is the most hateful scum on earth.,1
those who stayed put over the past  monthsaccording  the federal reserve bank of atlanta. maga,0
christian activist charged with hate crimes gets shut down by judge for criticizing lgbt agenda,1
user why i still hate you you delete artpop,0
with white sharia women also have to wear veils just not the mudslime kind,1
jews are not jews,1
why is nobody here talking about that nigger conyers raping white women on the taxpayer dime,1
oh that lady yeah she a hate filled racist bitch go nuts,1
he is a drunk crazy man.,1
they should be executed forthwith and publically .,0
gonna shower for the sole purpose of shampooing my beard.,0
"porn,android,iphone,ipad,sex,xxx,  teen  cutie lesbian teens toy slits",0
on the secret party mission! live tweaking to mock fatpo.,0
exactly what it says this woman is amazing. vote forbritain,0
girls favorite line ; go talk to yo hoes ;;;,1
im old but my pussy still poppin tho,1
foto imapython bieg albino sea turtle i think u mean soul of the ocean,0
"everyone they dont like is literally hitler. no, really.",0
still waiting for charlie baker to take the stage in swampscott. wcvb,0
lol its funny because its like gun control....it doesnt work,0
prolly heard ima from a hoe,0
non aussies calling blacks coons isnt cricket get back in your place you retards,1
"oh state, just enjoy your trailer trash and your sub par sports.",0
she always wanna bring this extra gay person out of me,0
user you a bad bitch,1
antifa facist. dont let these mean antiamericans use a fake title. they are facist.,1
hedy lamarr is a close second.  she is fascinating.,0
all these niggas wearing durags but none of these niggas spinnin,0
restorehumanity antifa  september  stop the fascist nvu in amsterdam url   ht,0
the retarded asshole justin trudeau has received a well deserved bitch slap from president trump,1
the powers that be want all whites dumbed down with negro blood .,1
