text,label
ucfpinkparty come on stay alive knights nation!!!! this is still the early bird special. comeatmeut,0
i know!! so upsetting,1
the left cant meme because their memes usually invoke poes law.,1
death penalty for all pedos.,1
you cant see it but im flipping you the bird,0
that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,1
"""definisi minat ketemu bakat ketemu kerja keras""",0
boom! dont you be texting me,0
jews run the world most jews are atheists that an interesting fact dont you think,1
can i have a bad bitch without no flaws? come to meet me without no drawers?,1
right now newscenter  projecting charlie baker will be govelect by a razor thin margin  wcvb,0
my manager  new brand  pre  order now w   ;;gt;  red lust amp; cherry white beanies,0
love it trump wanted to do something liberals and democrats just talk and have hearing,0
EANJINK AWAS AJA SAMPE SI BIRU2 ITU BAWA ORANG KE BACKSTAGE GUA SLEPET PAKE AHGABONG BODO',1
anaknya Bram kali (brame-rame)😭,1
ciara has stopped me from doing so much dumb ass shit god bless that woman,1
ready for this red tsunami,0
i love only one  bitch you url,1
your in ya cell  hours a day here u dont in general walk around the landings .,0
biar edit2 kaya saja ketiak hitam nya tidak bohongin,1
happy birthday cotton picker lol,0
maybe not where you are.,0
shut your filthy mouth kike,1
thats because you are an old man.,1
testing are you allowed to say nigger on here,1
"""anjing saya suka berlari di halaman belakang""",1
"""anjir, lupa kalau hari ini libur nasional""",0
skippy and the kats. fezbandname,0
i know the guy who wrote super robot wars gd! gd for gloria dei,0
he is an israeli puppet.,1
blah blah blahzay yo gay......fuck outta here queer,1
also tina  one for the old school liberals.,0
2 manusia terlihat panikðŸ˜­ðŸ˜­ðŸ˜­,0
Jadi saya pergi ke klinik karena saya meludahkan bagan organisasi yang dia buat ingin saya pergi,0
tea. i was mad when i saw that shit.,1
free ballout lil bitch ;;,1
thanks ive reshared this !!,0
this pic is trash. d!ck is dry af.,1
id kill to meet charlie sheen.,0
a video i made  porn actress sexy capri anderson kissing video with charlie sheen  via,0
i hate you i love you,0
ios  autocorrect is trash rt  my phone be capitalizing the dumbest things!,1
house intel votes to make nunes memo public,0
reasonable gun control  use  hands.,0
masa RK mau sm kulkas 2 pintu,1
if u can read this ure gay and also ilu,1
hot girl summer really turned me into a hoe,1
kasian drum nya trauma,0
its  amp; you niggas still runnin round sayin yall dont eat pussy. yall must be suckin dick.,1
kini Dhani merasakan apa yang dirasakan Maya dulu. terimakasih ari Lasso knp gak dri dulu.. samawa ya mas ari🤣🤣🤣🤣,1
"RT USER Mantap bravo pasangan ideal cocok tuk 2019. Tumbangkn kaum antek"" cina.",1
"kaya sih kaya tapi pamer nya gagitu juga, miss informasi.",0
can i bring another bitch or nah,1
he hit the lotto,1
brian kemps badass georgia governor campaign ad,0
idk if she is but shes black coded....the bonet sets it off,0
no people died because officials robbed n didnt do their jobs,1
richard grenell wapos greg sargent mocks voter id and proves point of proponents,0
i enjoy ad hominoid attacks as it tells me you are an intellectual midget.  my apology to littel people!,1
user damn i am retarded i put the numerical equivalent to the wcw,0
user that exactly what a nazi would say,0
Masih bocor sudah digunakan di sana -sini,1
niggas cry and complain so much i am starting to think you all the real females in the relationship,1
kok bisa ya muka nya mirip2 petinggi2 nya apa ini suatu kebetulan...???,0
you fuckass,1
to busy swindling whites and renting out ghetto apartments to shitskins eh schlomo,1
for those who know how to read the clock which doesnt include me.....,0
there you are!,0
USER tapi kenapa kamu malah cari musuh! dasar peranakan cebong kampret!',1
itu konsep bajunya gimane sih,0
is canada too big ?,0
ini bukan relawan lagi melainkan TERMUL namanya 😁😁,1
not wanting to be found .,0
"heres a nigger culturally enriching an office with vibrant diversity, our greatest strength!",1
Merindzink bingung,1
bs.  people died in pr because the local government is corrupt.,1
"where my  favorite jiggers at? ,  ? ;;;",0
kaget tiba2 fiki naki nikah😱,0
"""Foto no edit edit ya saayy kamera nyaa bening,,, model fotonya pun juga bening gak perlu pakai filter tipu tipu""",0
sok geulis anjing,1
yep asians here also very hi achievers tiger mom and indian students love them,0
calling me a kike is not an insult,1
"allergies have my eyes all red and chink eyed, i look like im stoned",1
gun control doesnt correlate with safety. its these facts you should take some time to ponder. url,0
oh what hoe is she trippin bout then,1
Bener2 ya kasian yg punya s1 s2 yg udah banyak ngeluarin duit jg udah banyak yg Pinter2 sedang orang tua ny berharap anak ku bisa kerja eeeee tau ny yg sudah enak malah tambah enak yaaa karna ada orang yg berduit jg muka 2 jadi bisa deee naik 😢😢😢,0
user and ungrateful bitch still chatted that homophobic chat wow,1
what did more for islam,0
everyday somebody on here arguing my timeline so ghetto,0
the chink salivates as the salamander cries out in extinction,1
ms number and arabs pouring into the us from the south,1
that bitch cur my hair way to short,1
it be the unbothered bitches that be knowing everything you post,0
when muzzies rule the uk this is what happens,1
mango orange and champagne oysters with pink salt and black pepper,0
"Gak usah pada ribut, kunci untama santai dan tetap tenang, pelaku sepulang penjara ditabrak mobil aja paling kasusnya kecelakaan, beres kan, yang setuju like",0
user user labour are the party that will save us from the jews,1
watch rand paul blisters the senate for having trump derangement syndrome,0
we went to the zoo to feed the niglet,1
i live in oslo and racemixing is a huge problem .,1
that stage was such a pain in the ass for terrorist hunt i loved it,1
"Lo itu nggak ada level, jangan coba-coba masuk circle kita",1
ih ko muka jelek sekali siii seram kek setan,1
future bae best drink fiji water so her pussy taste like retweets amp; cinammon apples,1
rasis lu anj kek udh pada sempurna aja lu padahal tuhan telah menciptakan manusia dengan kekurangan dan kelebihan,1
"tyga is a hoe!!! he pooted in my muthafuckin face..... we bout to fight, bruh",1
chill ur pussy gay af,1
PLIS merusak ara,0
watching a goofy white kid and a half nigger fuck something up is sad,1
does pedo bashing require a baseball bat?,1
sand niggers are always inter breeding either with themselves or their cousins the goats,1
trump has no use for immigrants but dictators are fine wow,0
"kalo emg pernikahan mereka karna perjodohan, sebaik apapun pasangan kalo emng masih mau bebas ya ttp mau bebas guysðŸ™‚ ga semua nya bisa di samakanðŸ™‚ðŸ™",1
what barrel of trash doesnt smell as bad? rt  imagine dragons or nickelback?,1
user saying anything shaming is the province of women and male feminists,0
aint got shit  done today,1
itu si ariel tatum udah nahan tantrum😭🙏,0
user hopefully any and all moslem run countries,0
these freshman in the bathroom having a blacks cypher  diploma me plz this shit ghetto dawg,1
kamu membuatku tersenyum terima kasih,0
theres only like one retarded fucking beaner that does and hes a stupid ass ex;,1
it s all bs anyway .,0
you can always gets da colored folk back in da cage wit da kfc,1
do these bitches really love mosa though mosagang,1
we may or may not be trash at taking pictures together,1
Untuk nilai baru yang tidak mencari pekerjaan dapat mencoba berlatih ingatan dan semua doa ini berterima kasih kepada Tuhan setelah berlatih ini saya bisa,0
who the hell cares if its not kosher ...,1
Jika orang tua nya yg buly membela.. Wajib di polisikan Jangan jangan anak hasil berzinah.. Atau dulu mamanya sempat melonte terus punya anak maka nya anak nya seperti IBLIS,1
get two birds stoned at one time.,0
his paycheck will hurt her feelings,0
"USER USER USER Matamu picek, itu kinerja lanjutan dari USER alias Ahok.'",1
theresamay monstermay conservatives must answer for their crimes. dwpcrimes dwp tories toriesout url,1
user user south africa to cage dive with great white sharks,0
"waktu piala dunia 2002 , hampir semua orang di tempatku kaget ternyata korsel bisa ngalahin italia , padahal saat itu prediksi skor dan secara statistik permainan italia jauh lebih unggul , apalagi jaman itu sebelum era son heung min ada anh jung hwan yang mana kehadirannya kayak benar benar diwaspadai tim lawan , bahkan tim kuat seperti brazil , jerman , dan italia saat itu sebenarya juga gelisah kalau berhadapan dengan dia . Tapi ya setelah 2002 , bisa dibilang era keemasan korsel sebagai satu satunya raja asia di piala dunia , sebelum Jepang untuk pertama kalinya lolos pada 1998 , udah mulai meredup . Bisa dibilang Korsel memang sedang krisis regenerasi pemain , mirip dengan italia yang dulu sebagai the king of world cup , malah gagal lolos 3 kali piala dunia terakhir berturut turut karena krisis pemain unggul.",0
amin semoga lancarkan n mudahkan rejeki nya jadi ingat suami saya juga gojek sering nlp nanyain anak istri nya sudah makan belum padahal mungkin sempet makan tidak hujan2an n panas2an tetapi tidak penh mengeluh menyempatkan komunikasi n tetap keep in touch sela2 kesibukannya bangga n tetap berjuang y ms gojek karena anak n istri mendoakan yang terbaik,0
ayu janda bodoh punya suami kapan nikah laginya,0
one mans trash ; is another mans treasure ;,1
gosong amat mukanya😭,1
you deserve death if you voted ted cruz that dumbass spic was destined to lose,1
i would not piss on a moslem if i saw one of them on fire,1
Her itu lho miss Kevin sama Keven rebutan gimbot Ya wis aku beli 2 ae sambil nunjuk the twins yg asik main iPad masin,0
itd thank you more if you accepted sunblock when your wife offers it p,0
she is a junior and has better priorities than a lot of adults,0
send us an email unitglobal.com,0
loll calling me a zhid and pedophile when i am neither,0
Bisa pak asal dpr tekan jokowi kalau jokowi menolak dpr bikin hak angket untuk turunkan jokowi,1
nowplaying  the doors  the wasp texas radio and the big beat on thearrow,0
brexitshambles thursdaythoughts eu news lets avoid a future of bordercontrol queues... givepeasachance   url,0
shut this billionaire bugatti brick this nigger pole,1
anjing asli goblok sudah saya kasih tahu panggil pakai real name saya saja tolol tidak bisa sangat mencoba belajar hargain orang,1
oh shit you werent joking... wtf,1
ion like papoose but he went in lol,0
obozo troll hiding under that tree the moslem is the prize kill,1
kenapa gak minta aku yg editin video nya zuyy?🤭,0
cocok banget sm istrinya. sama2 halu,1
were not done yet! not by a long shot! dont bet against us!,0
always a favorite scene kept the nigger in its place did not it,1
"Belajar resep baru hari ini, hasilnya memuaskan",0
"ballgame over, yankees win! yanks beat the white sox in  innings, .",0
Kenapa si di indonesia gak ada hukum darah bales darah jadi kan kalo di penjaran kalo orang tua kotban tinggal minta mau bacok apa maaf kan puas,1
no really shut that brainless retarded oaf head,1
u a hoe,1
"gak usah dengerin netizen indo, standar kecantikan di indo emang beda sama di luar",0
they are supporting the destruction of their future generations .,1
"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""",1
bwa ke polsek,0
"""anjing itu sedang minum dari mangkuk biru""",1
at all my ritz crackers. idk what to do with myself anymore.,0
all white like messiah feel like i am illuminati,0
Lo tuh freak nobody wants to be your friend,1
my latest the left is the greatest danger america faces,1
Anj luu sok OKE GAK TAUNYA TAI JUGA!!!,1
Lbh baik pelaku nya di buat kyk divideo kartel² luar negri.. Tngan nya dipotong dlm keadaan pelaku hidup klo ngk gtu wajahnya dikuliti hidup².. tp cuma orng sikopat yg brani lakuin itu.,1
bagus sekali baju pengantinya happy weding,0
user user white mode is elite,0
the liberals responses to this great news is very telling!!!,0
congratulations welcome to the white honky cracker club,1
and another one ; two hoes? rt  yall know what we are?! ;;,0
"femalelogic is worse than the jig, im convinced",0
user sup faggot suck my two inch cock thru my old navy jeans,1
lol!!!   throwing the bullshit flag on such nonsense!!  putuporshutup   kavanaugh   maga   callthevotealready url,1
eating brownies and then going to the gym... idk,0
our national bird  the american bald eagle  is an endangered species success story.,0
kalau ga karna arhan gatau zize,1
Kelanjutannya ceweknya minta maaf langsung ke rumah fauzan https://youtu.be/RZ40anHeu1E?si=4TjPXohD5hmJ6leK,0
and i thought i had a problem! oreos,0
"homemade angel food, yellow cake with halfinch chocolate frosting, devils food to die for, pecan pie",0
about to start!! successconnect url,0
birds of a feather. you stand with peta. i stand with sanity.,0
tidak tau apa² ygy Armor nya pergi mna,0
"nice, this song works too",0
you are so freaking valid,0
yang jadi 1 ciuman depan orang banyak yang sih malu kecuali mungkin lagi mabok jadi tidak malu 2 berteman helooow pertemanan tidak melibatkan ciuman bibir coba saja bayangin sanggup tidak ciuman bibir ma teman lebih dari teman dasar kelakuan kids jaman now yang memang bodoh karena kebanyakan micin lho yah,0
"Makanya jangan sok eksis, nggak ada yang peduli",1
"Sudah olahraga pagi, badan segar seharian",0
you assholes are both going to jail.  what happened to the million paid to your company?  mueller knows.,1
i m studying here .,0
"if you cant laugh at this,you might be a liberal progressive.",1
user user facts lol that nigger came for me on here,1
"trnyta kerja apapunn di korea salah satunya futsal/idol (appun kerjaannya) klu salah dikit di kritik habis habisan gila jg si mnurutku, indonesia ada kek gni tp ga separh korea. Sedih si gmn korea ke depannya ya klu rakyatnya membuat kesalahan, apakah akan ada rakyat mentalnya kuat klu jd pemain bola/idol kedepannya 😢😢 satu sisi idol bnyk bundir itu krna kesalahan fansnya yg hujat, menurutku ini udh prh bgt korea negara maju tp bikin org hidupnya sengsara dgn hujatan walaupun org itu udh KERJA KERAS demi negaranya.",0
"i dont got no type, bad bitches is the only thing that i iike",1
fucking twitter done with that faggot dorsey,1
listen if n and chungha ever collabed the gays would die,0
be like haiti and obama and clinton,0
USER USER jd mentri suharto homo kan?',1
gonna get some nasty ass niggers to set fire to this neighborhood,1
"plisss normalisasikann tan skin teman""ðŸ™ðŸ», semua kulit tuhh cakeppâœ¨",0
leftism is the science of converting fake victimology into real privilege.,1
and people died in chicago because of you. now how stupid does that sound you idiot,1
hmm well she is right to hun... blake was supposed to be watching her.,0
i hope these nigger poachers get tortured to death slowly,1
congratulations for surpassing  million subs on youtube bhuvan sir you are first indian to cross  million subs,0
yasss bitch yasss! i wonder if penny passed ;,1
masyaallah mamah gigi bening bet sudah sehat mamah gigi dan keluarga,0
Prabowo wajar bicara rohinya karna dia kan bukan presiden jadi seenaknya saja dong.,1
user user these are the kind of immigrants we all should welcome,0
Semangat mama riii ðŸ˜ðŸ”¥,0
user kill all those white screens already lol,0
lu ngapain bang?,0
user user user u talking about the white supremacists neonazi sympathizer called djt,0
got these hoes lurkin got these niggahs talkin,1
dressing your characters in big bud press is now tv shorthand for non denominational queer,0
exactly what the leftistlibtards wanted to happen. try are a corrupt and miserable party. url,0
how come oby ezekwesili is still trending when the rule of law is being raped,0
now this is how we maga url,0
dasar cewek kamu lonte tahu kamu,1
Karma,0
gigi behelin dulu cok,1
do you agree that we should be banning bump stocks?,0
"""Dulu Bahagia Sekarang Banyak Utang""",1
as if we didnt already have enough reasons to not watch...,0
i worked in that mcdonald s when i was  years old !,0
watch socals wildest police chases  via,0
fuzzy dice might be the nicest thing you could put in your car lol ;;,0
heres another from todays lecture.,0
my gay heart is shaking,0
cuman di video ini gw nge like cuman di video ini gw ga skip durasi cuman divideo ini gw nonton sampe habis cuman divideo ini gw komen sumpah gokill banget aslii 🤣🤣,0
the only thing negroes have is wishful want .,1
"Ga ada yang suka sama lo, itu faktanya",1
trump says prisoner obama.  freudian slip?,0
mmm you are so hot,1
sucks for you,1
suruh jawab salam pun susah ke anak babi ni eii babi nya jeezzzz',1
"jauh anjir, ibarat yg 1 udh nyampe mars, yg satu lagi masih ngarit",1
do non whites really think they measure up to whites ?,1
mangap mangap aja sop,1
dalam dataset ini ada contoh kata kasar yang tidak selalu berarti bullying,0
meanwhile they are called shithole countries,0
usss kok bloon banget sih mereka\xf0\x9f\x98\xad',1
kaget ternyata seireng itu😭,1
damn fucking hate this university bullshit,0
"""Hadehh muka kaya tong sampah .""",1
yo this niggah catch every tweet lls oh my goodness,1
kepruk ndase bu ..bene g tuman pembully sok jago..,1
you counter your own post with your own words you f      g idiot,1
projo artinya negri dan rakyat....apa hubungannya sattt😭😭,1
is it just me or is hicks saying bung beds?,0
juunkcokkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0
why get attached to people when you can jump in a trash can and feel the same way,1
beli baju lonte nanti kena sial,1
"im rick james bitch, show me ya titties",1
kill la kill was trash,1
oreos and coffee for brunch. i do what i want!,0
user dean writing soft gay shit since number,1
user they all look uncomfortable,0
so when are this years fake news awards? i cant wait!,0
good morning jim.   may god bless your day!,0
homosexuals did the holocaust,1
chan humour a mexican and a nigger arr in a car who is driving a cop,1
vontaze burfict would be playing had he raped or smacked a bitch,1
the party elite hate immigrants this should be stopped,0
Dia cantik bgt ??,0
bitches is so corny; sooooooo corny !,1
dont stop naming the jews!,0
user yeah but would you kill all the interns,0
"Agama Islam, Kristen, Yahudi agama SEKSIS! Makanya perempuan dlm agama ini perlu kerja extra keras supaya dijadikan manusia yg setara",1
and their last hit and ounce of relevance? netherlandstaxhaven,0
yes im talking to this bitch myself,1
canada spiralling out of control url trudeau qanon cbc maga ctv bbc tcot,0
the fruit of the modern yankees farm system.  joba the nut.,0
Bendera merah,0
user fuck you and your anti white blood libel,1
ini emg gelap? apa krna gk kena lighting?,1
user especially with a nazi i the white house,1
podhoretz is kike trash that needs a horrific reckoning,1
boycottshehnaazkishaadi come on gays make a trend,0
i hate that nigger.,1
He truly never gave us up lol,0
why doesnt he leave the country if he is so unhappy with america,1
user if you hate nazis visit a concentration camp,1
babi malas sekali kamu,0
a muzzy is going to kill you david wake up,1
user than you must support measures to decrease illegal aliens pouring over the border resulting in overcrowded class sizes,1
udonis talking some big trash to lance. lebron holds him back.,1
charlie is so adorable.,0
Masukin barak aja ni anak mah..,1
"USER USER bang bong bang bong...lupa ya udah hampir 4 tahun presidenmu dari kelompok cebong, udah 4 th nikmati kemajuan pembangunan cebong..kecuali anda keturunan ONTa Wn jasirah sana'",1
Bloon bgt si yg jadi alucard',1
user yea both sides need to stop being retarded,0
as fuck. not ass fuck. although conservatives are fucking us all up the ass right now.,1
bayangkan kalau posisi kamu lg di bwah dan orng lain melihat kita rendah karna materi yang kita punya,1
another nail in the coffin of the nfl,1
you and me having twitter bird shaped pancakes that would just be a start,0
this being single shit is ghetto as fuck,0
many of them are doing just as their masters desire .,1
dasar plagiat tidak kreatip memalukab sangat,0
dipotong sendri omongnyaðŸ˜,1
isis supporters in america the jihadis next door,0
same here but the more he talks the dumber he looks wwgiwga maga url,1
"stay white , stay healthy for the fight",0
USER USER USER USER USER Hadeh USER jujur sama diri sendiri walau bisa bohongi,1
Remove ads from this video so we can rickroll,0
Tidak ada solusi lain selain #2019GantiPresiden,1
towson parking is ghetto asf,0
Ngabalin jilid 2ðŸ—¿,0
go back to breitbart you sound like a retarded boomer,1
"USER USER sori ya cung gw bukan spt lu yg bani kacung itu .....apa"" ngayal sampe ekonomi meroket juga khayalan ...hahahahaha'",1
always down to bond over the dani minogue target pants,0
user actually some middle easterners are caucasians but not white,0
yeah she is a real blond just like uncle donnie,1
Hahaha 😂😂panen emoji dia sekarang 😂😂ngakak banget liat ekspresi wajahnya 😂,1
bdubs is packed with beaners ;;,1
Si numpang tenar,1
anak anak senang bermain taman,0
thank you for this tweet.   give them a call,0
Aku perempuan gk pernah beli barang make up apapun ，gk telaten makenya ，，paling beli sabun pencuci muka di warung deket rumah ，klo muka rasa gk nyaman solusi nya pake masker putih telur ayam kampung ，，body lotion untuk tangan pke aloe vera dari nature republik ，，😅,0
he is so oppressed nike is selling his shoes to his ghetto brothers for only number,1
"USER USER Udh nanti kalau dia on gua omelin yell tenang ae udh,org gila gitu yell jadiin org barang taruhan kan org bego dongo sinting sarap bajingan'",1
i just wanted brownies man,0
user man sk smashing them white cakes,0
Uda terlihat dari wajahnya,0
i just whipped up these homemade pickled eggs while home being a cripple... made with garlic;,0
kardashian family cabang indo,0
he never should have been pope in the first place. hes a jesuit.,0
user i didn  t stutter either survive out of your ghetto mentality first,1
maybe he is just light in his loafers,0
tukang parkir ðŸ˜­ðŸ˜­,1
this is better than flappy bird.;; falloutbird,0
"""Ka yaya kalo ragu tetep secantik itu yah :"")""",0
go back to n. vietnam.,0
arsenal is a fucking small club with a lot of noise makers called fans livars,1
typical sore loser he is as always! piece of shit!,1
he got what he deserved .,1
bikin malu,1
Ini sebenarnya dari tahun 1966 udah belok dari timeline yang seharusnya ðŸ˜‚,0
crazy how many people will hate you that don  t even know you,0
"USER USER USER USER Ada kok berita nya pak geogle aja,,, oh ya kan ada peraturan pemerintah yg mempermudah masuk nya tka ke indonesia,,, jdi soal tka ngak perlu di bantah karna ada uu yg mendukung \xf0\x9f\x98\x8",1
Jatuhnya kayak nahan kedip kak drpd nahan tawa ??,0
what kind of bitch ass throw was that alex. fuck.,1
"glad you managed to get on gab, hang in there. use introduceyourself  and ask questions",0
all that money hadnt made u smarter.,1
user i  m a moslem but i like silent night n have yourself a merry little christmas,0
"dreamt i was in a trash bag, btw.",1
man that shit just got me hype like i was watchin it  years ago,1
user user hahaha jihadi jack and omar khadr sure know this,1
lifeisbutepu when you are black and can say the word nigga. feel me my niggas??? url,1
Hanya orang bodoh jika beropini bahwa PKI tdk bangkit.presiden cuma pinter akting & pencitraan.Intelijen TNI yg bicara adanya PKI bangkit.,1
Ngangong ngagong ternyata sama ajaaa wkwk,1
user yeah kiss my skinny white ass september,0
Gaji minimal untuk hutang dlu mas,0
how about nigger loving douchebag,1
go fuck your self pussy ;,1
"Sebenarnya Korea tu musti sadar diri klo negara mereka tu ga sebagus itu, masih kalah jauh klo dibandingin jepang, jadi menurutku agak lebay aja klo pelatih yg disalahin, pemain kayak son heung min terus hwang hee Chan udah lewat masa prime",0
Emg kntl ini indihome -_-',1
touch down w them bricks go harder lil nigga,0
"semangat kak,kamu sendirianðŸ˜š",1
"leftists, liberals, communists, socialists, marxists, and muslims are my enemies....",1
why they playing trash on espn right now.,1
give that white bitch number,1
USER papah matamu picek',1
this why i hate these dykes,1
dtla is trash because of noneuropeans are allowed to live there.,1
i hear the jews are looking to open a holohoax center in antarctica next year .,1
kok ga malu ya?,0
he is totally bluffing...,1
oh im back now nd vap dont fuck with this one bitches,1
thanks for the invite tho bitch,1
dad just yelled out in bout to fry some chicken like a nigger,1
bitch youre the ugliest cunt ever.,1
Jawabannya. Karena Masyarakat korea RASIS no 1,1
user bitches get one upset stomach and swear they pregnant go fart,1
Sunset hari ini beautiful banget wish you were here,0
"i uploaded a  video  update on uganda antigay bill freemasonry, angloamerican influence, and",0
ABIDZAR lo remake film JODHA AKBAR aja pemeran cewe nya lina mukherjee,1
Tahun ini masyarakat Korsel lagi bener bener frustrasi. Sepak bolanya gagal masuk 32 besar Pildun dan Tim bola volinya dikalahkan Indonesia di final AVC Cup 2026. Padahal di cabor voli mereka merasa superior lawan Indonesia. Di babak awal menang 3-0 lawan Indonesia. Tapi di final justru kalah 0-3 lawan Indonesia.,0
Kerennnn👏,0
that is not what he said.  i included his direct quote in a previous post.,0
may have to get some one day .,0
david lammy needs to go be a nigger somewhere else,1
"if i post a picture of my woman, all you hoes jumping off a bridge tonight! lol",1
swissgirl is your teacher openly gay ?,0
hai kak isyana ngefans sekali kak isyana suka lagu kak isyana lagu didalam jiwa,0
dari awal juga udah nyangka gabakal nikah sama si hamil,1
antifa also opens windows to let some fresh air in too!,0
on reddit who else sort by controversial to see the real comments?,0
you are most welcome,0
dirty whore. i love you. but you a hoe. but i love you. jesus is watching.,1
USER USER Yang kuat makan isyu sara justru Gerindra yang tidak sanggup menerima kenyataan. \nWajar kalau isu sara hilang karena Gerindra lah Pencipta sekaligus pemamah isu sara. Politik bejat',1
alhamdulillah ganteng babang emran ya username,0
user nigga what jan,1
maaf ye muka kamu sudah jelek kaga sok selingkuh cakepan anjing saya noh,1
USER Oi brengsek lo~ URL,1
Lo itu bau banget smelly kayak sampah please mandi,1
"Coba deh tempat ini, makanannya enak parah",0
i have been trying to find a job but the mexicans take everything we had .,1
"you ever had a piece of pussy man, that be on your mind like money?",1
oh my god some of the fucking freshmen of my school are fucking retarded smh,1
nikmatnya menghirup oksigen bebas ya,0
hope it was a short flight and you did not have to sit near the nigger too long,1
"Melakukan perbuatan baik hari ini, hati senang",0
alaye turn if your maga don pay,1
is q a giant larp?,0
"hello october, you irrelevant bitch you no worries november coming ;",1
USER eMANG UDIK BFJGFDG GA NGERTI SAMA BOCAH SATU ITU',1
"i luv watching gas monkey, they be havin some classics on there.",0
hammond strikes again complete and utter piece of shit,1
and youre just another twitter asshole. muted,1
"BOIKOT influerser Korea!!! Jangan Di tonton dan jangan di subs, mereka aja rasis ke bangsa kita dan negara tetangga kita",1
user i am sorry nour people suck and tay loves you,0
one mans trash is another mans wife.,1
number genetics by current estimates ghetto dwellers breed more ghetto dwellers welfare is dysgenics writ large,0
user dey can suck my dick my po nd dat white ass judge,0
not a fucking thing isreal and the jew is like a blood sucking tick,1
user so basically people in the comments are mad because he is helping the immigrants,0
i shittedshat ytd and lost .kg can u believe it,1
stop acting like a dyke and people will not call you a dyke simple,1
you reading this tweet go drink some water now you god damn dehydrated slut,0
told niggas i could not do nun for em and stopped hearing from em,0
user this is racist act against moslem user user,0
