text,label,category
"""suasana kelas ramai sekali seperti kebun binatang""",0,figurative_non_targeted
"""jalanan kota pagi ini seperti lautan manusia""",0,figurative_non_targeted
"""tempat itu berantakan seperti kapal pecah""",0,figurative_non_targeted
"""antrian di loket seperti tidak ada ujungnya""",0,figurative_non_targeted
"""anjing laut hidup di wilayah bersuhu dingin""",0,animal_literal
"""monyet ekor panjang banyak ditemukan di Asia Tenggara""",0,animal_literal
"""babi rusa merupakan satwa khas Sulawesi""",0,animal_literal
"""anjing golden retriever dikenal ramah pada manusia""",0,quoted_or_descriptive
"""monyet sering digunakan dalam studi perilaku hewan""",0,quoted_or_descriptive
"""babi termasuk hewan omnivora""",0,quoted_or_descriptive
"""suara anjing dari rumah sebelah terdengar sejak subuh""",0,pet_context
"""monyet itu duduk di atas pagar rumah""",0,animal_literal
"""babi kecil itu bermain di lumpur""",0,animal_literal
"""anjing putih itu tidur di teras rumah""",0,pet_context
"""monyet itu mencuri buah dari kebun warga""",0,animal_literal
"""babi ternak itu dipindahkan ke kandang baru""",0,animal_literal
"""film itu jelek menurut saya karena endingnya terburu-buru""",0,object_criticism
"""lagu ini aneh aransemennya tapi liriknya bagus""",0,object_criticism
"""cover majalah itu terlalu norak untuk selera saya""",0,object_criticism
"""dekorasi tokonya terkesan kampungan dan terlalu penuh""",0,object_criticism
"""desain website lama itu jelek dan sulit dibaca""",0,object_criticism
"""warna furniturnya terlihat aneh di ruangan kecil""",0,object_criticism
"""anjir, cepat banget waktu berjalannya""",0,general_expression
"""gila, tinggi banget ombaknya""",0,general_expression
"""parah, tugasnya banyak banget minggu ini""",0,general_expression
"""buset, mahal juga harga tiketnya""",0,general_expression
"""kampret, aku terlambat bangun""",0,self_directed_expression
"""bangsat, charger laptopku rusak""",1,self_directed_expression
"""goblok, kenapa aku gak cek ulang tadi""",0,self_directed_expression
"""bego banget gue lupa update aplikasi""",0,self_directed_expression
"""tolol banget aku naruh kacamata sendiri terus lupa""",0,self_directed_expression
"""anjing, dompetku jatuh di jalan tadi""",0,self_directed_expression
"""kata jelek pada ulasan ini merujuk pada kualitas produk""",0,quoted_or_descriptive
"""kata norak dalam tulisan itu dipakai untuk gaya busana""",0,quoted_or_descriptive
"""kata kampungan pada konteks ini mengacu pada dekorasi acara""",0,quoted_or_descriptive
"""istilah aneh dipakai untuk menggambarkan desain bangunan""",0,quoted_or_descriptive
"""frasa terlalu ramai di sini menilai tata letak ruangan""",0,quoted_or_descriptive
"""komentar tersebut sedang dibahas dalam penelitian bahasa daring""",0,quoted_or_descriptive
"""warga desa memasang pagar untuk menghalau babi hutan""",0,news_or_public_issue
"""tim peneliti mengamati monyet di kawasan hutan kota""",0,news_or_public_issue
"""petugas mengevakuasi anjing liar dari jalan utama""",0,news_or_public_issue
"""artikel kesehatan membahas makanan berbahaya untuk anjing""",0,news_or_public_issue
"""berita siang ini menyoroti konflik warga dengan monyet liar""",0,news_or_public_issue
"""laporan pertanian menyebutkan serangan babi hutan meningkat""",0,news_or_public_issue
"""aku kelihatan jelek di foto karena salah angle""",0,self_directed_expression
"""mukaku aneh banget kalau pakai filter ini""",0,self_directed_expression
"""rambutku kelihatan norak kalau diikat seperti ini""",0,self_directed_expression
"""bajuku terasa kampungan kalau dipakai ke acara resmi""",0,self_directed_expression
"""aku tampak pucat dan gak enak dilihat karena sakit""",0,self_directed_expression
"""sepatu ini bikin gayaku kelihatan aneh""",0,self_directed_expression
"""anjing itu duduk diam di bawah meja""",0,pet_context
"""monyet kecil itu makan pisang di kandang""",0,animal_literal
"""babi hutan terlihat melintas di pinggir sawah""",0,animal_literal
"""anjing peliharaan kami baru selesai dimandikan""",0,pet_context
"""monyet itu memegang botol air milik pengunjung""",0,animal_literal
"""babi ternak itu sedang diberi makan jagung""",0,animal_literal
"""anjing penjaga itu tidur dekat gerbang""",0,pet_context
"""monyet liar itu naik ke pohon mangga""",0,animal_literal
"""babi hutan merusak tanaman singkong warga""",0,news_or_public_issue
"""anjing saya suka mengejar kupu-kupu di taman""",0,pet_context
"""warna kaos ini terlalu norak untuk acara kantor""",0,object_criticism
"""dekorasi panggungnya kelihatan kampungan menurutku""",0,object_criticism
"""desain brosur itu jelek tapi informasinya lengkap""",0,object_criticism
"""tampilan slide ini aneh karena kebanyakan warna""",0,object_criticism
"""kursi itu bentuknya jelek tapi lumayan nyaman""",0,object_criticism
"""banner promonya terlalu ramai dan terkesan norak""",0,object_criticism
"""model sepatu itu kelihatan kampungan buat seleraku""",0,object_criticism
"""font pada poster ini jelek untuk dibaca""",0,object_criticism
"""layout websitenya aneh tapi tetap bisa dipakai""",0,object_criticism
"""warna cat itu terlalu mencolok dan terasa norak""",0,object_criticism
"""anjing, ternyata file yang benar ada di folder lain""",0,general_expression
"""anjir, lupa kalau hari ini libur nasional""",0,general_expression
"""gila, panjang banget antreannya""",0,general_expression
"""parah, panasnya luar biasa siang ini""",0,general_expression
"""buset, cepat sekali dia sampai""",0,general_expression
"""kampret, aku salah naik lift lagi""",0,self_directed_expression
"""bangsat, kenapa aku lupa simpan revisinya""",1,self_directed_expression
"""goblok, aku malah kirim draft yang lama""",0,self_directed_expression
"""bego banget aku baru sadar sekarang""",0,self_directed_expression
"""tolol banget gue naruh HP sendiri terus panik""",0,self_directed_expression
"""kata anjing di kalimat ini bukan ditujukan ke seseorang""",0,quoted_or_descriptive
"""istilah babi pada paragraf tersebut merujuk pada hewan liar""",0,quoted_or_descriptive
"""kata monyet di sini digunakan dalam konteks zoologi""",0,quoted_or_descriptive
"""kata kampungan dalam ulasan itu membahas gaya dekorasi""",0,quoted_or_descriptive
"""kata norak pada komentar tersebut menilai desain pakaian""",0,quoted_or_descriptive
"""frasa jelek dalam deskripsi ini mengacu pada kualitas video""",0,quoted_or_descriptive
"""berita malam itu menyoroti gangguan monyet liar di kota""",0,news_or_public_issue
"""artikel itu membahas vaksinasi untuk anjing peliharaan""",0,news_or_public_issue
"""laporan warga mencatat babi hutan masuk area kebun""",0,news_or_public_issue
"""tim konservasi meneliti perilaku monyet ekor panjang""",0,news_or_public_issue
"""anjing liar diamankan petugas dari area pasar""",0,news_or_public_issue
"""babi hutan menjadi ancaman bagi tanaman jagung petani""",0,news_or_public_issue
"""aku kelihatan jelek di foto karena lampunya redup""",0,self_directed_expression
"""mukaku aneh karena kameranya terlalu dekat""",0,self_directed_expression
"""rambutku kelihatan norak kalau disisir ke belakang""",0,self_directed_expression
"""bajuku terlihat kampungan kalau dipadukan dengan jaket ini""",0,self_directed_expression
"""aku tampak capek sekali di hasil rekaman tadi""",0,self_directed_expression
"""sepatu ini bikin penampilanku terlihat aneh""",0,self_directed_expression
"""ruangan rapat itu seperti pasar karena sangat bising""",0,figurative_non_targeted
"""kelas tadi seperti kebun binatang karena semua bergerak""",0,figurative_non_targeted
"""meja kerja ini berantakan seperti kapal pecah""",0,figurative_non_targeted
"""jalanan kota terasa seperti lautan kendaraan""",0,figurative_non_targeted
"""suasana stadion tadi seperti mendidih karena terlalu ramai""",0,figurative_non_targeted
"""debat itu liar seperti hutan tanpa aturan""",0,figurative_non_targeted
"""anjing itu menggigit mainannya sendiri""",0,pet_context
"""monyet tersebut duduk di dahan paling tinggi""",0,animal_literal
"""babi kecil itu berlari mengelilingi kandang""",0,animal_literal
"""anjing tetangga sedang memakai kalung baru""",0,pet_context
"""monyet liar itu mengambil roti dari meja""",0,animal_literal
"""babi hutan meninggalkan jejak di kebun belakang""",0,animal_literal
"""anjing pelacak itu sedang dilatih petugas""",0,pet_context
"""monyet di taman safari tampak sehat""",0,animal_literal
"""babi ternak itu baru dipindahkan pagi ini""",0,animal_literal
"""anjing saya tidur sambil memeluk boneka""",0,pet_context
"""cover bukunya jelek tapi isi penelitiannya bagus""",0,object_criticism
"""desain stiker itu norak untuk produk premium""",0,object_criticism
"""dekorasi aula terlihat kampungan dan terlalu ramai""",0,object_criticism
"""warna tas ini aneh kalau dipakai siang hari""",0,object_criticism
"""konsep videonya jelek tapi editingnya rapi""",0,object_criticism
"""bentuk logo lama itu terasa kampungan""",0,object_criticism
"""iklan ini norak tapi lumayan gampang diingat""",0,object_criticism
"""kemasan produknya jelek dan kurang modern""",0,object_criticism
"""gaya poster ini aneh untuk acara ilmiah""",0,object_criticism
"""judul film itu jelek tapi jalan ceritanya menarik""",0,object_criticism
"""anjir, ternyata laptopnya belum dicas""",0,general_expression
"""gila, cepat banget hasil cetaknya keluar""",0,general_expression
"""parah, hujan anginnya bikin takut""",0,general_expression
"""buset, banyak juga yang datang""",0,general_expression
"""kampret, aku salah masuk kelas""",0,self_directed_expression
"""bangsat, aku malah lupa password sendiri""",1,self_directed_expression
"""goblok, harusnya aku baca dulu petunjuknya""",0,self_directed_expression
"""bego banget gue baru sadar file-nya corrupt""",0,self_directed_expression
"""tolol banget aku naruh buku di kulkas""",0,self_directed_expression
"""anjing, ternyata dompetku ada di tas lain""",0,self_directed_expression
"""kata jelek di sini digunakan untuk menilai kualitas gambar""",0,quoted_or_descriptive
"""istilah norak pada ulasan ini membahas dekorasi panggung""",0,quoted_or_descriptive
"""kata kampungan dalam artikel itu merujuk pada gaya interior""",0,quoted_or_descriptive
"""kata aneh dipakai untuk menjelaskan bentuk furnitur""",0,quoted_or_descriptive
"""kata monyet di laporan itu jelas merujuk pada satwa liar""",0,quoted_or_descriptive
"""kata babi dalam konteks ini bukan sebuah hinaan""",0,quoted_or_descriptive
"""berita itu mengabarkan populasi monyet di area wisata""",0,news_or_public_issue
"""laporan pertanian menuliskan kerusakan oleh babi hutan""",0,news_or_public_issue
"""artikel kesehatan hewan membahas rabies pada anjing""",0,news_or_public_issue
"""warga meminta penanganan anjing liar di permukiman""",0,news_or_public_issue
"""petugas memantau monyet yang turun ke rumah warga""",0,news_or_public_issue
"""tim konservasi mengevakuasi babi hutan dari jalan raya""",0,news_or_public_issue
"""aku kelihatan aneh di video call karena sudut kameranya""",0,self_directed_expression
"""fotoku jelek karena pencahayaan dari bawah""",0,self_directed_expression
"""rambutku kelihatan kampungan kalau pakai jepit ini""",0,self_directed_expression
"""makeup-ku jadi terlalu norak di lampu terang""",0,self_directed_expression
"""jaket ini bikin aku terlihat aneh di cermin""",0,self_directed_expression
"""sepatu lama itu bikin gayaku jelek""",0,self_directed_expression
"""ruangan itu sesak seperti kandang penuh""",0,figurative_non_targeted
"""suasana terminal tadi seperti pasar malam""",0,figurative_non_targeted
"""kelas tersebut ramai seperti stadion kecil""",0,figurative_non_targeted
"""diskusi itu melebar seperti tidak ada ujung""",0,figurative_non_targeted
"""jalan ini macet seperti parkiran raksasa""",0,figurative_non_targeted
"""antrian tadi bergerak lambat seperti siput""",0,figurative_non_targeted
"""anjing peliharaan itu suka duduk dekat jendela""",0,pet_context
"""monyet kecil itu mengupas pisang sendiri""",0,animal_literal
"""babi hutan itu menyeberang dekat sungai""",0,animal_literal
"""anjing tetangga memakai sweater biru""",0,pet_context
"""monyet di kebun binatang itu sedang tidur""",0,animal_literal
"""babi ternak itu dipelihara untuk penelitian""",0,animal_literal
"""anjing penjaga itu menggonggong saat ada tamu""",0,pet_context
"""monyet itu bergelantungan dengan ekornya""",0,animal_literal
"""babi liar itu terlihat dari kejauhan""",0,animal_literal
"""anjing saya suka mengejar bayangannya sendiri""",0,pet_context
"""dekorasi pernikahan itu terlalu norak buat saya""",0,object_criticism
"""poster seminar ini jelek karena terlalu padat tulisan""",0,object_criticism
"""warna dinding itu terasa kampungan di ruangan modern""",0,object_criticism
"""model topi ini aneh tapi unik""",0,object_criticism
"""desain undangan lama itu jelek dan kurang elegan""",0,object_criticism
"""konsep stand bazarnya agak norak tapi ramai""",0,object_criticism
"""bentuk lampunya aneh untuk ruang baca""",0,object_criticism
"""layout majalah itu kampungan menurut dosen desain""",0,object_criticism
"""warna sepeda ini jelek tapi rangkanya kuat""",0,object_criticism
"""iklan banner itu terlihat murahan dan norak""",0,object_criticism
"""anjir, ternyata rapatnya dimajukan""",0,general_expression
"""gila, lebar juga jalannya""",0,general_expression
"""parah, tugas revisinya banyak sekali""",0,general_expression
"""buset, terang banget lampunya""",0,general_expression
"""kampret, aku salah kirim lampiran""",0,self_directed_expression
"""bangsat, aku tadi lupa upload file akhir""",1,self_directed_expression
"""goblok, kenapa aku gak cek ukuran dulu""",0,self_directed_expression
"""bego banget gue malah salah buka presentasi""",0,self_directed_expression
"""tolol banget aku kirain hari ini Jumat""",0,self_directed_expression
"""anjing, jari saya kejepit pintu""",0,self_directed_expression
"""dalam contoh ini kata anjing hanyalah interjeksi""",0,quoted_or_descriptive
"""dalam laporan itu kata monyet dipakai secara ilmiah""",0,quoted_or_descriptive
"""kata babi muncul pada berita tentang satwa liar""",0,quoted_or_descriptive
"""istilah jelek dalam ulasan ini merujuk ke desain aplikasi""",0,quoted_or_descriptive
"""kata norak di artikel mode itu membahas warna pakaian""",0,quoted_or_descriptive
"""istilah kampungan dalam tulisan ini tidak diarahkan ke orang""",0,quoted_or_descriptive
"""berita pagi membahas serangan babi hutan ke ladang""",0,news_or_public_issue
"""laporan kebun binatang menyebut monyet baru lahir""",0,news_or_public_issue
"""program vaksin gratis untuk anjing digelar akhir pekan""",0,news_or_public_issue
"""warga melaporkan monyet memasuki dapur rumah""",0,news_or_public_issue
"""petani memasang perangkap untuk babi hutan""",0,news_or_public_issue
"""anjing liar di terminal dipindahkan ke penampungan""",0,news_or_public_issue
"""aku merasa wajahku jelek karena belum tidur cukup""",0,self_directed_expression
"""mukaku kelihatan aneh kalau pakai kamera belakang""",0,self_directed_expression
"""bajuku terasa norak saat dipadukan dengan celana ini""",0,self_directed_expression
"""penampilanku kelihatan kampungan di foto lama""",0,self_directed_expression
"""rambutku jelek banget setelah kehujanan""",0,self_directed_expression
"""aku tampak pucat dan aneh di video tadi""",0,self_directed_expression
"""suasana ruang tunggu seperti kapal pecah""",0,figurative_non_targeted
"""diskusi tadi seperti putaran tanpa ujung""",0,figurative_non_targeted
"""kelas mendadak seperti pasar karena semua ribut""",0,figurative_non_targeted
"""rapat itu terasa seperti maraton tanpa henti""",0,figurative_non_targeted
"""tempat ini sempit seperti kotak""",0,figurative_non_targeted
"""jalan pulang macet seperti parkiran total""",0,figurative_non_targeted
"""anjing golden retriever dikenal ramah""",0,quoted_or_descriptive
"""monyet termasuk kelompok primata""",0,quoted_or_descriptive
"""babi dapat hidup di lingkungan lembap""",0,quoted_or_descriptive
"""anjing laut bukan anjing peliharaan""",0,quoted_or_descriptive
"""monyet ekor panjang sering ditemukan di kawasan tropis""",0,quoted_or_descriptive
"""babi rusa merupakan satwa unik Indonesia""",0,quoted_or_descriptive
"""anjing itu mengejar bola merah""",0,pet_context
"""monyet kecil itu menarik daun dari ranting""",0,animal_literal
"""babi hutan itu bersembunyi di semak""",0,animal_literal
"""anjing penjaga itu berada di pos depan""",0,pet_context
"""monyet itu memegang botol plastik""",0,animal_literal
"""babi ternak itu sedang diperiksa dokter hewan""",0,animal_literal
"""anjing saya senang bermain di halaman depan""",0,pet_context
"""monyet itu melompat ke tembok belakang""",0,animal_literal
"""babi hutan turun saat malam hari""",0,animal_literal
"""anjing kecil itu menggonggong ke arah sepeda""",0,pet_context
"""warna panggungnya terlalu norak buat acara ilmiah""",0,object_criticism
"""desain brosur lama itu kampungan dan terlalu penuh""",0,object_criticism
"""konsep poster ini jelek karena tidak fokus""",0,object_criticism
"""bentuk meja itu aneh tapi cukup kuat""",0,object_criticism
"""layout feed ini terasa norak dan berlebihan""",0,object_criticism
"""warna jaket itu agak kampungan menurutku""",0,object_criticism
"""kemasan lama terlihat jelek di etalase""",0,object_criticism
"""desain interior itu aneh tapi tetap menarik""",0,object_criticism
"""spanduk ini norak tapi pesannya jelas""",0,object_criticism
"""model sandal itu jelek tapi nyaman dipakai""",0,object_criticism
"""anjir, ternyata aku salah baca tanggal""",0,general_expression
"""gila, dingin banget ruangan ini""",0,general_expression
"""parah, koneksinya lambat sekali""",0,general_expression
"""buset, tinggi sekali tangganya""",0,general_expression
"""kampret, aku lupa bawa flashdisk""",0,self_directed_expression
"""bangsat, aku belum print dokumennya""",1,self_directed_expression
"""goblok, aku salah pilih file lagi""",0,self_directed_expression
"""bego banget gue kirain itu ruang dosen""",0,self_directed_expression
"""tolol banget aku malah salah parkir""",0,self_directed_expression
"""anjing, kok bisa kepencet delete""",0,self_directed_expression
"""kata kampungan di sini dipakai untuk desain rumah""",0,quoted_or_descriptive
"""kata norak pada review itu membahas warna dekorasi""",0,quoted_or_descriptive
"""kata jelek di artikel ini tidak menyerang orang""",0,quoted_or_descriptive
"""kata aneh dalam kalimat itu menjelaskan bentuk benda""",0,quoted_or_descriptive
"""kata monyet pada teks ini merujuk pada hewan di hutan""",0,quoted_or_descriptive
"""kata babi pada paragraf itu konteksnya peternakan""",0,quoted_or_descriptive
"""warga desa memasang pagar untuk mencegah babi hutan masuk""",0,news_or_public_issue
"""petugas kehutanan memantau pergerakan monyet di lereng""",0,news_or_public_issue
"""artikel itu menjelaskan perawatan anjing pasca vaksin""",0,news_or_public_issue
"""berita lokal menyebut anjing liar meresahkan warga""",0,news_or_public_issue
"""laporan terbaru membahas monyet yang masuk sekolah""",0,news_or_public_issue
"""petani kehilangan panen akibat babi hutan""",0,news_or_public_issue
"""aku terlihat aneh karena salah pilih filter""",0,self_directed_expression
"""fotoku jadi jelek karena blur""",0,self_directed_expression
"""rambutku kelihatan kampungan dengan model begini""",0,self_directed_expression
"""jaket ini bikin gayaku terasa norak""",0,self_directed_expression
"""mukaku tampak capek sekali habis perjalanan""",0,self_directed_expression
"""aku merasa penampilanku jelek di pencahayaan ini""",0,self_directed_expression
"""ruang kelas tadi seperti oven karena panas sekali""",0,figurative_non_targeted
"""terminal itu seperti sarang semut karena ramai""",0,figurative_non_targeted
"""jalanan tadi seperti ular panjang karena antre kendaraan""",0,figurative_non_targeted
"""suasana rapat seperti gelombang karena naik turun terus""",0,figurative_non_targeted
"""koridor itu penuh seperti pasar pagi""",0,figurative_non_targeted
"""diskusi ini berputar seperti komidi putar""",0,figurative_non_targeted
"""anjing itu sedang minum dari mangkuk biru""",0,pet_context
"""monyet di kandang itu tampak sehat dan aktif""",0,animal_literal
"""babi hutan itu muncul dekat kebun singkong""",0,animal_literal
"""anjing saya suka duduk dekat kipas""",0,pet_context
"""monyet itu mengambil daun lalu memakannya""",0,animal_literal
"""babi ternak itu baru dipindah ke kandang besar""",0,animal_literal
"""anjing pelacak itu mengikuti aroma dengan baik""",0,pet_context
"""monyet liar itu berlari ke arah pepohonan""",0,animal_literal
