audited,ce_loss,is_disagreement,label,new_label,noise_type,oof_fold,oof_pred,oof_prob_0,oof_prob_1,orig_split,text
True,5.550433102165059,1,0,0,Suspected_False_Positive,3,1,0.0038857739418745,0.9961142539978028,train,Rusak lagi fasilitas negara asyik tender lagi kasih pemborong yg lagi sepi job.
True,5.531047375250823,1,1,1,Suspected_False_Negative,3,0,0.9960381984710692,0.0039618373848497,train,Mirip puantat
True,5.524128473354088,1,0,0,Suspected_False_Positive,1,1,0.003989343997091,0.9960106611251832,train,"bloon ini bapak² ngapain sok²an ngalang²in ibu² nya segala, biarin ibu² nya tabokin itu bocah brengsek."
True,5.512386498782604,1,0,0,Suspected_False_Positive,2,1,0.0040364628657698,0.995963454246521,train,sav you are so nicee love you too twat!
True,5.512110932877325,1,1,0,Suspected_False_Negative,3,0,0.9959624409675598,0.0040375753305852,train,"semangat kak,kamu sendirian😚"
True,5.490226532590879,1,0,0,Suspected_False_Positive,1,1,0.0041269091889262,0.9958731532096864,train,need mo bitche lil b
True,5.4593959208955,1,1,0,Suspected_False_Negative,5,0,0.9957438111305236,0.0042561260052025,train,ahn hyoseop kuuu kang taemoo kuuu yg shining shimmering splendid ganteng gagah paripurna sempurna itu remakeannya se maghrib ini???? seriuss??ðŸ˜­ðŸ˜­
False,5.441365177216051,1,1,1,Suspected_False_Negative,3,0,0.9956663846969604,0.0043335631489753,train,hope you blisters
True,5.430635047124331,1,0,0,Suspected_False_Positive,1,1,0.0043803132139146,0.9956197142601012,train,ayu janda bodoh punya suami kapan nikah laginya
True,5.407380881759413,1,0,0,Suspected_False_Positive,3,1,0.0044833673164248,0.99551659822464,train,kerdus mulutnya busuk sampah makanannya
False,5.3701375712185495,1,1,1,Suspected_False_Negative,2,0,0.9953464865684508,0.0046534910798072,val,ditengah manusia monyet kulitnya bercorak batik
False,5.33514165784679,1,1,1,Suspected_False_Negative,3,0,0.99518084526062,0.0048192273825407,train,she is a dog with fleas.
False,5.3273185998735695,1,1,1,Suspected_False_Negative,4,0,0.995142936706543,0.004857076331973,train,white pill of the day
True,5.312962518584508,1,0,0,Suspected_False_Positive,4,1,0.0049273078329861,0.9950726628303528,train,what happened to your last guess kevin hassert?  huntsman has already denied it. so you are calling him a liar.
True,5.302545298416287,1,0,0,Suspected_False_Positive,3,1,0.0049789049662649,0.995021104812622,train,aight bitches who got a plug
False,5.286607869957263,1,1,1,Suspected_False_Negative,5,0,0.9949411153793336,0.0050588916055858,train,aye everyone buy some bombass brownies tomorrow from my wigga  they dont contain marijuana b;
True,5.277941282486837,1,0,0,Suspected_False_Positive,2,1,0.0051029254682362,0.9948970675468444,train,we will all be sitting in around in filth waiting for death .
False,5.255634637932418,1,1,1,Suspected_False_Negative,5,0,0.9947819113731384,0.0052180336788296,train,im sorry but this makes me feel so free. like a fucking majestic bird. gotonelessproblemwithoutya
False,5.254766969600223,1,1,1,Suspected_False_Negative,5,0,0.9947774410247804,0.0052225631661713,train,"lengthy, but well worth the read!"
True,5.249761226951921,1,0,0,Suspected_False_Positive,1,1,0.0052487715147435,0.994751274585724,train,get the hell out before you people become part of a great dirt !
False,5.228780388135611,1,1,1,Suspected_False_Negative,3,0,0.9946399331092834,0.0053600585088133,train,found out the name but i forgot.
True,5.224464412119722,1,0,0,Suspected_False_Positive,2,1,0.0053832423873245,0.9946168065071106,train,Anjirr Tatut Bgt SM Rak Bos dan BU Bus: ((
True,5.212961697889327,1,0,0,Suspected_False_Positive,4,1,0.0054455217905342,0.9945545196533204,val,"they used to use words like gook to dehumanize the enemy. now, they use words like bigot and nazi the latter having no connection to the ww definition of the word."
True,5.201483693547312,1,0,0,Suspected_False_Positive,4,1,0.0055083855986595,0.9944915771484376,val,garis lurus bersama pak jokowi gak kenal namanya budi ari
True,5.19842838723189,1,0,0,Suspected_False_Positive,1,1,0.0055252411402761,0.994474709033966,train,"kata Mak aku , orang itu yg dipegang dipercaya omongan nya....yg keluar dari MULUT nya....🤭🤭🤭"
True,5.191706693219349,1,0,0,Suspected_False_Positive,4,1,0.0055625052191317,0.9944374561309814,train,if we could teach a giraffe to paint that would be one handy sumbitch
True,5.18557271024809,1,0,0,Suspected_False_Positive,5,1,0.0055967303924262,0.9944032430648804,train,real niggahs do not get in to that
True,5.181231246014204,1,0,0,Suspected_False_Positive,4,1,0.0056210812181234,0.9943788647651672,train,kim lip for the dykes
False,5.181035012707332,1,1,1,Suspected_False_Negative,4,0,0.9943777918815612,0.005622184369713,train,remind me of antifa ratbags.
False,5.177983405720321,1,1,1,Suspected_False_Negative,3,0,0.994360625743866,0.0056393672712147,val,Kisahnya seperti mamat ini hari ini yang saya lihat masuk dan keluar dari hari itu tetapi hari ini saya melihat wajahnya yang asam
False,5.16718395139156,1,1,1,Suspected_False_Negative,5,0,0.9942994117736816,0.0057005994021892,val,a cute girl that ive had a crush on since earlier this year just called me funny and i want to throw up
True,5.163467275184787,1,0,0,Suspected_False_Positive,1,1,0.0057218261063098,0.9942781925201416,train,mba drpd dugem trs mending duitnya dipake perawatan dah
True,5.158715055560492,1,0,0,Suspected_False_Positive,2,1,0.0057490821927785,0.9942508935928344,train,nothing sucks more than suck people. may sucks.
False,5.1565180645872,1,1,1,Suspected_False_Negative,3,0,0.994238257408142,0.0057617267593741,val,Anak istri dan keluarga besarnya pasti bangga
False,5.1441779382251465,1,1,1,Suspected_False_Negative,3,0,0.9941667318344116,0.005833267699927,train,i get up for five minutes to get lunch and the world explodes
False,5.136095003885068,1,1,1,Suspected_False_Negative,4,0,0.99411940574646,0.0058806086890399,train,already more yellows than the last  years combined indycar honda
True,5.132679695105179,1,0,0,Suspected_False_Positive,4,1,0.0059007271192967,0.994099259376526,train,he never should have been pope in the first place. hes a jesuit.
False,5.116478342555618,1,1,1,Suspected_False_Negative,4,0,0.994002878665924,0.0059971055015921,train,"""Lengannya gempal banget sih HAHA"""
True,5.1058065991338655,1,0,0,Suspected_False_Positive,2,1,0.0060614477843046,0.9939385652542114,train,"PERTANYAAN BODOH, NANYA BOCIL PUNYA PACAR APA NGGAK ??? GK BERBOBOT BGT"
False,5.105250705592131,1,1,1,Suspected_False_Negative,4,0,0.9939351677894592,0.0060648182407021,train,monyet prabowo ini memang lucu
True,5.078025623791665,1,0,0,Suspected_False_Positive,5,1,0.0062322015874087,0.9937678575515748,train,Masuk akal juga...
True,5.070356403408697,1,0,0,Suspected_False_Positive,2,1,0.0062801814638078,0.9937198162078856,train,oh no! sorry hun. that sucks. hope you heal fast. ; dancerproblems
False,5.058112757496692,1,1,1,Suspected_False_Negative,5,0,0.9936424493789672,0.0063575464300811,train,"semangat kak,kamu sendirianðŸ˜š"
True,5.051935021832774,1,0,0,Suspected_False_Positive,4,1,0.0063969432376325,0.9936030507087708,train,swap meet bound beaner
False,5.049077490007075,1,1,1,Suspected_False_Negative,3,0,0.9935848116874696,0.0064152488484978,train,"Saya bukan siswa yang cerdas dan pintar di dekat Anda, tetapi saya pikir 7 keterampilan bertahan hidup penting bagi Anda untuk menghadapi dunia"
True,5.023680436896023,1,1,0,Suspected_False_Negative,3,0,0.9934197068214417,0.0065802638418972,train,Aku dulu lahir di Jogja Jogja dijuluki kota berhati nyaman Pantes aja aku langsung pake hati kalo udah nyaman dikit
True,5.019965248785711,1,0,0,Suspected_False_Positive,2,1,0.0066047562286257,0.9933952689170836,train,"Selagi gedung hijau itu belum di neffalkan, kita akan terus dijadiin mainan mereka. Bahkan janji reformasi Polri dan tuntutan 17+ sampe sekarang tidak ada perkembanganya. Rakyatnya pemaaf dan pelupa, pejabatnya tidak ada urat malu, kombinasi yg sempurna ! hukum???? Mudah diatur."
True,5.017544256554547,1,1,0,Suspected_False_Negative,4,0,0.9933792352676392,0.0066207656636834,train,ahn hyoseop kuuu kang taemoo kuuu yg shining shimmering splendid ganteng gagah paripurna sempurna itu remakeannya se maghrib ini???? seriuss??😭😭
False,4.997559104412989,1,1,1,Suspected_False_Negative,4,0,0.9932456612586976,0.0067544137127697,train,congratulations welcome to the white honky cracker club
False,4.992948032882421,1,1,1,Suspected_False_Negative,5,0,0.9932143688201904,0.0067856307141482,train,Semoga mbk Lisa sehat selalu ya sampai idul Adha ðŸ¤—ðŸ¤—
False,4.984554198567547,1,1,1,Suspected_False_Negative,4,0,0.9931572079658508,0.0068428278900682,train,sayang sekali lagi itu menyakitkan jadi saya harus selalu memiliki sayangku
True,4.980799736311726,1,0,0,Suspected_False_Positive,5,1,0.0068685673177242,0.993131458759308,train,racists be like we hate zog so lets go fight for them
True,4.978445243904863,1,0,0,Suspected_False_Positive,4,1,0.0068847583606839,0.993115246295929,train,jablay anjir mukanya murahan bangetttt najisss
True,4.969786001021302,1,0,0,Suspected_False_Positive,4,1,0.0069446340203285,0.9930554032325744,val,emg jokowi itu siapa???
False,4.959848010724518,1,1,1,Suspected_False_Negative,3,0,0.992986023426056,0.0070139938034117,val,they shot another monkey lmaooooooooooo
False,4.955261876603665,1,1,1,Suspected_False_Negative,4,0,0.9929537177085876,0.007046234793961,train,"perasaan dulu dia putih bening gitu deh, inget banget pas dulu dia sekeluarga di undang ke brownis pas dia disuruh dance karna di kpo-pers, sumpah cantik banget,putih bersih bening juga"
False,4.947506504130623,1,1,1,Suspected_False_Negative,4,0,0.9928989410400392,0.0071010934188961,train,fredy salah yg penting ngeyel
False,4.946595543961688,1,1,1,Suspected_False_Negative,2,0,0.9928925037384032,0.0071075651794672,train,"""Ketiaknya hitam dikasih bedak jadi nya abu"" monyet"""
False,4.944310785847334,1,1,1,Suspected_False_Negative,3,0,0.9928761720657348,0.0071238228119909,train,the experience of going to the holohoax amusement park.
True,4.931986637992049,1,0,0,Suspected_False_Positive,2,1,0.0072121610864996,0.9927878975868224,train,lebih rendah untuk tolol gratis gratis
False,4.926789872089701,1,1,1,Suspected_False_Negative,4,0,0.9927502870559692,0.0072497385554015,train,nyettt monyet goblog
False,4.92137545665756,1,1,1,Suspected_False_Negative,2,0,0.9927109479904176,0.0072890981100499,train,"""Itu ditengah manusia apa monyet kok kulitnya bercorak batik"""
False,4.917857456834976,1,1,1,Suspected_False_Negative,4,0,0.9926851987838744,0.0073147863149642,train,sending commiserations to you for those cardinal losses with this brioche cinnamon roll picture. url
True,4.910057361396433,1,0,0,Suspected_False_Positive,4,1,0.0073720654472708,0.9926279187202454,train,Uda terlihat dari wajahnya
True,4.900893339148485,1,0,0,Suspected_False_Positive,3,1,0.0074399337172508,0.9925600290298462,train,"my favorite shark is megaldon, my least favorite is a mud shark. they are the worst"
False,4.898372412407268,1,1,1,Suspected_False_Negative,3,0,0.9925413131713868,0.0074587129056453,train,skate board parts yo. this is awesome. im sorry but i love watching rome burn.
True,4.898045447806232,1,0,0,Suspected_False_Positive,1,1,0.0074611520394682,0.9925388693809508,train,its gone full retard now .
False,4.893484103333668,1,1,1,Suspected_False_Negative,1,0,0.9925047159194946,0.0074952626600861,train,pengambilan fotonya bagus mantap keren tinggal pengambilan arwah nya saja
False,4.893229972376464,1,1,1,Suspected_False_Negative,3,0,0.9925028085708618,0.0074971676804125,train,"24 8 18 Ulang Tahun Saudaraku, dia memintaku untuk makan aku minus karena dia lambat untuk kembali ke Ot 26 8 18 dia bertanya"
False,4.886972219260296,1,1,1,Suspected_False_Negative,3,0,0.9924557209014891,0.0075442302040755,train,do not think so maybe do a little research buddy!
False,4.867125068049518,1,1,1,Suspected_False_Negative,5,0,0.992304503917694,0.007695457432419,train,back to where ya came from !
False,4.866845424432972,1,1,1,Suspected_False_Negative,1,0,0.992302417755127,0.0076976097188889,train,they are extremely simple.
False,4.862464421371746,1,1,1,Suspected_False_Negative,3,0,0.9922686219215392,0.0077314069494605,train,7 00 p m itu pagi apa malam ya Pagiudah pernah coba trik pancing memancing kayak gitu B
False,4.855806783737799,1,1,1,Suspected_False_Negative,4,0,0.992216944694519,0.0077830515801906,train,"orang yang berfikir sehat, beda dengan projo"
False,4.85505219127864,1,1,1,Suspected_False_Negative,4,0,0.992211103439331,0.0077889268286526,train,cantik sih sayang kurus ya padahl sudah nikah kamu bahagia pernikahannya
True,4.847979284708359,1,1,0,Suspected_False_Negative,4,0,0.9921557903289796,0.0078442124649882,train,iya kamu monyet mel
False,4.84310035154382,1,1,1,Suspected_False_Negative,4,0,0.9921174645423888,0.0078825773671269,train,and i you ya sexy lady you
True,4.832407771070873,1,0,0,Suspected_False_Positive,3,1,0.0079673146829009,0.9920327663421632,train,yg baru ke jepang vs yg dah hidup tahunan di jepang. Nitizen harap maklum ??????
False,4.830359568481067,1,1,1,Suspected_False_Negative,2,0,0.9920163154602052,0.0079836500808596,val,wow  you are so cute
False,4.827049752913465,1,1,1,Suspected_False_Negative,3,0,0.9919899106025696,0.0080101182684302,val,bang coba duet sama firdaus kyke cocok deh
True,4.819316614888338,1,1,1,Suspected_False_Negative,3,0,0.9919277429580688,0.0080723017454147,train,Ya sok cantik loh jdi cewek
True,4.806662077564416,1,0,0,Suspected_False_Positive,5,1,0.0081751020625233,0.9918249249458312,train,als liberaler mensch kann man den islam nur ablehnen
False,4.806547592680481,1,1,1,Suspected_False_Negative,1,0,0.9918239712715148,0.0081760380417108,train,baru tau dosen dosen sekarang selain mengajar ternyata kurang ajar juga ya terlalu keseringan birahi otaknya agak ngelag
True,4.801382207197955,1,0,0,Suspected_False_Positive,5,1,0.0082183796912431,0.9917816519737244,train,strong women that take no shit from garbage dudes in their mentions got the best pussy
True,4.797755916001346,1,0,0,Suspected_False_Positive,3,1,0.0082482360303401,0.9917517304420472,val,Kasia Ajg Tas Nya KW Dubuli Sexagat Tiktok Wakkaka
True,4.796262532036344,1,1,1,Suspected_False_Negative,1,0,0.9917393922805786,0.0082605630159378,train,"""Muka nya kok gitu, seren bikin mual liatnya"""
False,4.794421214684522,1,1,1,Suspected_False_Negative,5,0,0.9917241930961608,0.008275787346065,train,when are we going to fight back?
False,4.788713400443239,1,1,1,Suspected_False_Negative,2,0,0.9916768074035645,0.0083231590688228,train,"gemukan kakaknya,,"
False,4.788293657294821,1,1,1,Suspected_False_Negative,5,0,0.9916732907295228,0.0083266533911228,val,twitter should dump the little blue bird mascot and just officially change it to a set of boobs.
False,4.788274643253398,1,1,1,Suspected_False_Negative,1,0,0.9916731715202332,0.0083268117159605,train,redneck in the white house  moccasin creek ;;
True,4.783772913971132,1,0,0,Suspected_False_Positive,3,1,0.0083643812686204,0.9916356801986694,train,st century hit  dont cha by  the pussycat dolls feat. busta rhymes.  url
False,4.781289135783103,1,1,1,Suspected_False_Negative,5,0,0.991614818572998,0.0083851823583245,train,Sahabat selalu dikenal karena saya bahkan tidak bisa menceritakan kisah bahwa saya sedih mengirim lagu ini
True,4.775939237318834,1,0,0,Suspected_False_Positive,2,1,0.0084301624447107,0.991569757461548,train,"saya yakin Krn mas Uya Kuya orang baik,saya sbg TKW Taiwan,sering melihat,bolak balik Taiwan Indonesia,Hongkong, Indonesia untuk membantu para TKW"
True,4.7671649187297565,1,0,0,Suspected_False_Positive,1,1,0.0085044568404555,0.9914956092834472,train,or dont vote for the cripple amirite? bigot mt  vote votewendydavis for governor of texas.
False,4.761424488922727,1,1,1,Suspected_False_Negative,5,0,0.991446614265442,0.008553416468203,train,"you should.have tried more, perhaps a bjp or rss connection could have been fixed.masters would be happy dhanya"
False,4.757891708864816,1,1,1,Suspected_False_Negative,5,0,0.9914162755012512,0.0085836872458457,train,yet my daughter still wants to go outside and play with that thing .
True,4.755144490556053,1,1,0,Suspected_False_Negative,2,0,0.9913927316665648,0.0086073009297251,train,happy birthday my little cotton picker
False,4.740129699128876,1,1,1,Suspected_False_Negative,5,0,0.991262435913086,0.0087375128641724,train,i havent checked it so i cant say anything.
True,4.7368956950919765,1,1,0,Suspected_False_Negative,4,0,0.9912342429161072,0.008765815757215,train,Dulu pas smp persis dulu pernah seperti ini di bully sampe ribut begini tapi waktu itu saya masih melawan dan alhasil saya dan pembuly tersebut mengalami patah tangan tapi Alhamdulillah masalah selesai dengan secara kekeluargaan dan pada saat itu saya di palak ketika saya menolak dia langsung memukul saya dan membuly saya syukur saat itu saya berani melawan mungkin kalau tidak bisa mungkin saya akan bonyok juga seperti di video tapi dari kejadian itu yg membuat saya malas adalah itu orang orang yg menonton mempertawakan saya ketika di bully sumpah dulu pernah seling di bully tapi saya selalu kesal dengan orang yg melihat orang lain menderita mereka diam diam saja menurut saya dialah orang yg paling bajingan menurut saya dan menurut saya si TS ini bukan lelaki sejati saya tahu kalau perkelahian itu terjadi karena cewe memang dalam cewe boleh bersaing tapi jangan seperti ini kalau memang nya mau ribut ribut lah dengan adil ketika ada pihak yg menyerah seharusnya si ts berhenti saja toh percuma juga dia bonyokin juga pasti dia bakal kena batu ibarat kata si ts tak pernah memikirkan hal panjang kedepan tapi wajar sih namanya juga esempe apalagi kalau masalah cewe pastinya pemikiran bomat setelah bonyokin orang yg penting dendam sudah terbalaskan Untuk orang yg seperti ini sering di bully lawan aja mereka tak peduli mau kalah atau menang yg penting kita sudah berusaha kalau kalian di berani melawan cobalah cari bantuan dari orang lain untuk pembelaan seperti contoh minta bantuan ke teman yg lebih kuat atau nggak ke kakak kalian mereka membully kita karena kita terlihat lemah tapi kalau kita menunjukkan siapa sebenarnya diri kita saya jamin orang lain pasti mikir untuk mencari problem sama kalian 😊
False,4.73688528315318,1,1,1,Suspected_False_Negative,4,0,0.9912341237068176,0.0087659070268273,train,hitler would be so proud of david hogg url
